space,time,day,poi,type,root_type,rating,weather,tid,label
40.8497448008940 -73.9348942780963,584,Tuesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24429,881
40.7988408757891 -73.9630612383003,1080,Wednesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24429,881
40.7696190000000 -73.9100560000000,114,Thursday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Rain,24429,881
40.8497448008940 -73.9348942780963,1245,Thursday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24429,881
40.8331652006224 -73.9418603427692,1358,Thursday,The Grinnell,Home (private),Residence,-1.0,Clear,24429,881
40.7988408757891 -73.9630612383003,6,Friday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24429,881
40.8097729375471 -73.8810344719999,141,Friday,Heat Sports Caberet,Other Nightlife,Nightlife Spot,-1.0,Clear,24429,881
40.8343150000000 -73.9448610000000,269,Friday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24429,881
40.8497448008940 -73.9348942780963,1042,Friday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clouds,24429,881
40.8331652006224 -73.9418603427692,1198,Friday,The Grinnell,Home (private),Residence,-1.0,Clouds,24429,881
40.7696190000000 -73.9100560000000,1404,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24429,881
40.7692388906608 -73.9105928960243,261,Saturday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clouds,24429,881
40.8341610206876 -73.9450376116797,932,Saturday,Twin Donut,Donut Shop,Food,-1.0,Clear,24429,881
40.7686098599664 -73.9110349752167,1413,Saturday,Dunkin' Donuts,Donut Shop,Food,5.9,Rain,24429,881
40.7696190000000 -73.9100560000000,93,Sunday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24429,881
40.8343150000000 -73.9448610000000,366,Sunday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24429,881
40.8341610206876 -73.9450376116797,367,Sunday,Twin Donut,Donut Shop,Food,-1.0,Clear,24429,881
40.7988408757891 -73.9630612383003,144,Monday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Rain,24430,881
40.8012256822517 -73.9648864671582,790,Monday,Thai Market,Thai Restaurant,Food,8.8,Clouds,24430,881
40.8331652006224 -73.9418603427692,953,Monday,The Grinnell,Home (private),Residence,-1.0,Clouds,24430,881
40.8400803015824 -73.9404773712158,1125,Monday,Dallas BBQ,BBQ Joint,Food,6.9,Clouds,24430,881
40.8435046270915 -73.9391365178844,1162,Monday,Bank of America,Bank,Shop & Service,6.5,Clouds,24430,881
40.8342936185069 -73.9444463623364,1189,Monday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clouds,24430,881
40.7988408757891 -73.9630612383003,123,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24430,881
40.8343150000000 -73.9448610000000,903,Wednesday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clouds,24430,881
40.8344811201096 -73.9444420000000,904,Wednesday,Bank of America,Bank,Shop & Service,5.8,Clouds,24430,881
40.7696190000000 -73.9100560000000,1341,Wednesday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24430,881
40.7696190000000 -73.9100560000000,1438,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24430,881
40.8331652006224 -73.9418603427692,382,Saturday,The Grinnell,Home (private),Residence,-1.0,Clear,24430,881
40.8042212555496 -73.9383787768597,1321,Saturday,MTA Bus - E125 St & Lexington Av (M60-SBS),Bus Stop,Travel & Transport,4.9,Clear,24430,881
40.7696190000000 -73.9100560000000,1394,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24430,881
40.8346711370204 -73.9441937892508,942,Tuesday,Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clouds,24431,881
40.8498192120828 -73.9346359519707,1334,Tuesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24431,881
40.7988408757891 -73.9630612383003,96,Wednesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24431,881
40.8331652006224 -73.9418603427692,427,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clouds,24431,881
40.8343150000000 -73.9448610000000,291,Thursday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clouds,24431,881
40.8344380418047 -73.9446931948062,692,Thursday,Bank of America,Bank,Shop & Service,5.8,Clouds,24431,881
40.7696190000000 -73.9100560000000,1402,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24431,881
40.7695902210313 -73.9096800280232,0,Saturday,Sunoco,Gas Station,Shop & Service,6.2,Clear,24431,881
40.7696190000000 -73.9100560000000,45,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24431,881
40.8154837319527 -73.9580503797168,335,Saturday,Bank Of America ATM Center,Bank,Shop & Service,-1.0,Clouds,24431,881
40.8343150000000 -73.9448610000000,355,Saturday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clouds,24431,881
40.8331652006224 -73.9418603427692,380,Saturday,The Grinnell,Home (private),Residence,-1.0,Clouds,24431,881
40.7988408757891 -73.9630612383003,839,Saturday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24431,881
40.8343150000000 -73.9448610000000,948,Saturday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Fog,24431,881
40.8331652006224 -73.9418603427692,1033,Saturday,The Grinnell,Home (private),Residence,-1.0,Fog,24431,881
40.8331652006224 -73.9418603427692,1187,Sunday,The Grinnell,Home (private),Residence,-1.0,Clear,24431,881
40.8331652006224 -73.9418603427692,330,Monday,The Grinnell,Home (private),Residence,-1.0,Clouds,24434,881
40.7988408757891 -73.9630612383003,103,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Rain,24434,881
40.8342232197455 -73.9448998450038,684,Tuesday,Conlio Deli & grocery,Deli / Bodega,Food,-1.0,Clouds,24434,881
40.8498192120828 -73.9346359519707,709,Tuesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clouds,24434,881
40.8342684396165 -73.9448118209839,769,Wednesday,Castle Check Cashing,Bank,Shop & Service,-1.0,Clouds,24434,881
40.8345766569390 -73.9443889593914,1005,Wednesday,Bank of America,Bank,Shop & Service,5.8,Clear,24434,881
40.8493662720106 -73.9344809561300,1024,Wednesday,Modell's Sporting Goods,Sporting Goods Shop,Shop & Service,6.2,Clear,24434,881
40.8499435164557 -73.9348139100052,1029,Wednesday,The Vitamin Shoppe,Food & Drink Shop,Shop & Service,7.0,Clear,24434,881
40.8331652006224 -73.9418603427692,1233,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clear,24434,881
40.8893910000000 -73.8990990000000,7,Thursday,Ibiza Lounge,Lounge,Nightlife Spot,-1.0,Clouds,24434,881
40.8342936185069 -73.9444463623364,122,Thursday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clouds,24434,881
40.8331652006224 -73.9418603427692,663,Friday,The Grinnell,Home (private),Residence,-1.0,Clouds,24434,881
40.8342936185069 -73.9444463623364,865,Friday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Fog,24434,881
40.8498192120828 -73.9346359519707,1101,Friday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clouds,24434,881
40.8331652006224 -73.9418603427692,1209,Friday,The Grinnell,Home (private),Residence,-1.0,Clouds,24434,881
40.7698434364248 -73.9100015417695,1377,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24434,881
40.8343150000000 -73.9448610000000,326,Saturday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24434,881
40.7698434364248 -73.9100015417695,91,Sunday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24434,881
40.8345766569390 -73.9443889593914,1049,Sunday,Bank of America,Bank,Shop & Service,5.8,Clear,24434,881
40.7937900000000 -73.9721830000000,1101,Sunday,La Nueva Victoria,Cuban Restaurant,Food,5.8,Clouds,24434,881
40.7869105752096 -73.9777371959421,1215,Sunday,AMC Loews 84th Street 6,Movie Theater,Arts & Entertainment,9.4,Clouds,24434,881
40.7988408757891 -73.9630612383003,99,Monday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24435,881
40.8537822961807 -73.9072250000000,412,Monday,Jimbo's Hamburger Palace,Burger Joint,Food,-1.0,Clear,24435,881
40.8345766569390 -73.9443889593914,58,Tuesday,Bank of America,Bank,Shop & Service,5.8,Clear,24435,881
40.7988408757891 -73.9630612383003,77,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24435,881
40.8341610206876 -73.9450376116797,389,Tuesday,Twin Donut,Donut Shop,Food,-1.0,Clear,24435,881
40.8343150000000 -73.9448610000000,395,Tuesday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24435,881
40.7988408757891 -73.9630612383003,1072,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24435,881
40.8339877431058 -73.9451581574406,761,Thursday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24435,881
40.8343150000000 -73.9448610000000,767,Thursday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24435,881
40.8339877431058 -73.9451581574406,1112,Thursday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24435,881
40.8341610206876 -73.9450376116797,294,Friday,Twin Donut,Donut Shop,Food,-1.0,Clear,24435,881
40.8498192120828 -73.9346359519707,1214,Saturday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24435,881
40.7698434364248 -73.9100015417695,1412,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24435,881
40.8343150000000 -73.9448610000000,333,Sunday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24435,881
40.8331652006224 -73.9418603427692,344,Sunday,The Grinnell,Home (private),Residence,-1.0,Clear,24435,881
40.8345766569390 -73.9443889593914,1022,Sunday,Bank of America,Bank,Shop & Service,5.8,Clouds,24435,881
40.7988408757891 -73.9630612383003,106,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24436,881
40.8343150000000 -73.9448610000000,280,Tuesday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clouds,24436,881
40.8331652006224 -73.9418603427692,313,Tuesday,The Grinnell,Home (private),Residence,-1.0,Clouds,24436,881
40.8331652006224 -73.9418603427692,756,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clear,24436,881
40.8346711370204 -73.9441937892508,944,Wednesday,Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clouds,24436,881
40.8331652006224 -73.9418603427692,1216,Wednesday,The Grinnell,Home (private),Residence,-1.0,Rain,24436,881
40.8339877431058 -73.9451581574406,1254,Wednesday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24436,881
40.7988408757891 -73.9630612383003,139,Thursday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24436,881
40.7305950000000 -73.9830200000000,1082,Thursday,Kumo Sushi,Sushi Restaurant,Food,6.2,Clouds,24436,881
40.7371970000000 -73.9965520000000,1133,Thursday,Red Mango,Dessert Shop,Food,-1.0,Clouds,24436,881
40.8342936185069 -73.9444463623364,306,Saturday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clear,24436,881
40.7692388906608 -73.9105928960243,280,Sunday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clouds,24436,881
40.7477585197346 -73.9888940774520,948,Thursday,O'Reilly's Irish Pub,Pub,Nightlife Spot,6.7,Clear,24442,881
40.8155406846180 -73.9584234721819,1091,Thursday,MTA Subway - 125th St (1),Metro Station,Travel & Transport,-1.0,Clear,24442,881
40.7988408757891 -73.9630612383003,1389,Thursday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24442,881
40.7978801000000 -73.9637205000000,308,Friday,Sammy Deli Grocery,Deli / Bodega,Food,-1.0,Clear,24442,881
40.8348960000000 -73.9446070000000,454,Friday,Coral Restaurant,Diner,Food,6.9,Clear,24442,881
40.8343150000000 -73.9448610000000,461,Friday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24442,881
40.8331652006224 -73.9418603427692,930,Friday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24442,881
40.8339877431058 -73.9451581574406,1026,Friday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24442,881
40.8351480000000 -73.9438858032227,1040,Friday,Los Magos Barber Shop,Salon / Barbershop,Shop & Service,7.2,Clouds,24442,881
40.8498192120828 -73.9346359519707,1199,Friday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24442,881
40.8104312304102 -73.9518284797668,1371,Friday,MTA Bus - W 125 St & St Nicholas Av (Bx15/M60-SBS/M100/M101),Bus Stop,Travel & Transport,5.3,Clear,24442,881
40.7698434364248 -73.9100015417695,1438,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24442,881
40.8340978041072 -73.9452672225881,337,Saturday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24442,881
40.8331652006224 -73.9418603427692,356,Saturday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24442,881
40.8331652006224 -73.9418603427692,37,Tuesday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24446,881
40.7988408757891 -73.9630612383003,71,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24446,881
40.8340978041072 -73.9452672225881,334,Tuesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24446,881
40.8331652006224 -73.9418603427692,898,Tuesday,The Grinnell,Home (private),Residence,-1.0,Clear,24446,881
40.8345766569390 -73.9443889593914,1057,Tuesday,Bank of America,Bank,Shop & Service,5.8,Clear,24446,881
40.8340978041072 -73.9452672225881,1064,Tuesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24446,881
40.8331652006224 -73.9418603427692,1162,Tuesday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24446,881
40.8342936185069 -73.9444463623364,1350,Tuesday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clear,24446,881
40.7510070707095 -73.9455714566221,194,Wednesday,Show Palace,Strip Club,Nightlife Spot,6.3,Clear,24446,881
40.7427178749205 -73.9154270061731,200,Wednesday,Secrets Gentlemen's Club,Strip Club,Nightlife Spot,6.0,Clear,24446,881
40.7456223347778 -73.8836873336694,219,Wednesday,Ildas Place,Strip Club,Nightlife Spot,-1.0,Clear,24446,881
40.7991433752877 -73.9630038408862,303,Friday,Gourmet Deli,Deli / Bodega,Food,7.6,Clear,24446,881
40.8155406846180 -73.9584234721819,324,Friday,MTA Subway - 125th St (1),Metro Station,Travel & Transport,-1.0,Clear,24446,881
40.8331652006224 -73.9418603427692,340,Friday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24446,881
40.8331652006224 -73.9418603427692,1220,Friday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24446,881
40.8331652006224 -73.9418603427692,947,Saturday,The Grinnell,Home (private),Residence,-1.0,Clouds,24446,881
40.8331652006224 -73.9418603427692,1378,Saturday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24446,881
40.7694330257794 -73.9104952939895,326,Sunday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clouds,24446,881
40.8340978041072 -73.9452672225881,367,Sunday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24446,881
40.8331652006224 -73.9418603427692,387,Sunday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24446,881
40.7988408757891 -73.9630612383003,73,Monday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24447,881
40.7991433752877 -73.9630038408862,129,Monday,Gourmet Deli,Deli / Bodega,Food,7.6,Clear,24447,881
40.7988408757891 -73.9630612383003,289,Monday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24447,881
40.8340978041072 -73.9452672225881,379,Monday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24447,881
40.7988408757891 -73.9630612383003,115,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24447,881
40.7991433752877 -73.9630038408862,157,Tuesday,Gourmet Deli,Deli / Bodega,Food,7.6,Clouds,24447,881
40.7988408757891 -73.9630612383003,178,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clouds,24447,881
40.7988408757891 -73.9630612383003,1428,Thursday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24447,881
40.7991433752877 -73.9630038408862,74,Friday,Gourmet Deli,Deli / Bodega,Food,7.6,Clear,24447,881
40.7988408757891 -73.9630612383003,92,Friday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24447,881
40.7978801000000 -73.9637205000000,359,Friday,Sammy Deli Grocery,Deli / Bodega,Food,-1.0,Clear,24447,881
40.8331652006224 -73.9418603427692,390,Friday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24447,881
40.7694330257794 -73.9104952939895,314,Saturday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24447,881
40.8345766569390 -73.9443889593914,418,Saturday,Bank of America,Bank,Shop & Service,5.8,Clear,24447,881
40.8340978041072 -73.9452672225881,424,Saturday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24447,881
40.8331652006224 -73.9418603427692,1152,Saturday,The Grinnell,Home (private),Residence,-1.0,Clear,24447,881
40.7694330257794 -73.9104952939895,1424,Saturday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24447,881
40.8340978041072 -73.9452672225881,407,Sunday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24447,881
40.8342684396165 -73.9448118209839,413,Sunday,Castle Check Cashing,Bank,Shop & Service,-1.0,Clear,24447,881
40.8340978041072 -73.9452672225881,421,Sunday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24447,881
40.8331652006224 -73.9418603427692,435,Sunday,The Grinnell,Home (private),Residence,-1.0,Clear,24447,881
40.7509632848797 -73.9908170700073,1315,Monday,H&M,Clothing Store,Shop & Service,7.1,Clear,24448,881
40.8331652006224 -73.9418603427692,1417,Monday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24448,881
40.8331652006224 -73.9418603427692,388,Tuesday,The Grinnell,Home (private),Residence,-1.0,Clear,24448,881
40.8339877431058 -73.9451581574406,868,Tuesday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24448,881
40.8498192120828 -73.9346359519707,184,Wednesday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24448,881
40.8331652006224 -73.9418603427692,288,Wednesday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24448,881
40.8346711370204 -73.9441937892508,593,Wednesday,Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clear,24448,881
40.8340978041072 -73.9452672225881,595,Wednesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24448,881
40.7686098599664 -73.9110349752167,1400,Wednesday,Dunkin' Donuts,Donut Shop,Food,5.9,Clear,24448,881
40.8340978041072 -73.9452672225881,365,Thursday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24448,881
40.8360144162215 -73.9400894304200,529,Thursday,Rite Aid,Pharmacy,Shop & Service,5.8,Clouds,24448,881
40.8079950658704 -73.9638555049896,1330,Thursday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24448,881
40.7698434364248 -73.9100015417695,1374,Thursday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24448,881
40.7695902210313 -73.9096800280232,1375,Thursday,Sunoco,Gas Station,Shop & Service,6.2,Clear,24448,881
40.8096562939302 -73.9501636103325,342,Friday,GameStop,Video Game Store,Shop & Service,6.7,Clear,24448,881
40.8104025254603 -73.9519832210691,352,Friday,Old Navy,Clothing Store,Shop & Service,5.7,Clear,24448,881
40.7441586469493 -73.9957405463468,401,Friday,Chelsea Papaya,Hot Dog Joint,Food,6.5,Clear,24448,881
40.7441360000000 -73.9955960000000,412,Friday,RadioShack,Electronics Store,Shop & Service,5.7,Clear,24448,881
40.7426209619612 -73.9933072945346,419,Friday,Burlington Coat Factory,Department Store,Shop & Service,5.7,Clear,24448,881
40.7400106640689 -73.9947649538102,504,Friday,T.J. Maxx,Department Store,Shop & Service,6.8,Clear,24448,881
40.8331652006224 -73.9418603427692,608,Friday,The Grinnell,Home (private),Residence,-1.0,Clear,24448,881
40.8340778433911 -73.9452155601575,717,Friday,T-Mobile,Electronics Store,Shop & Service,6.9,Clear,24448,881
40.7698434364248 -73.9100015417695,94,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24448,881
40.7694330257794 -73.9104952939895,300,Saturday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24448,881
40.8340978041072 -73.9452672225881,339,Saturday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24448,881
40.8331652006224 -73.9418603427692,823,Saturday,The Grinnell,Home (private),Residence,-1.0,Clouds,24448,881
40.7686098599664 -73.9110349752167,1417,Saturday,Dunkin' Donuts,Donut Shop,Food,5.9,Clear,24448,881
40.7698434364248 -73.9100015417695,22,Sunday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24448,881
40.7698434364248 -73.9100015417695,1374,Sunday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24448,881
40.8345766569390 -73.9443889593914,380,Monday,Bank of America,Bank,Shop & Service,5.8,Fog,24450,881
40.8340978041072 -73.9452672225881,389,Monday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24450,881
40.8331652006224 -73.9418603427692,828,Monday,The Grinnell,Home (private),Residence,-1.0,Clear,24450,881
40.8339877431058 -73.9451581574406,1084,Tuesday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24450,881
40.8345766569390 -73.9443889593914,1102,Tuesday,Bank of America,Bank,Shop & Service,5.8,Clear,24450,881
40.8340978041072 -73.9452672225881,509,Wednesday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24450,881
40.8339877431058 -73.9451581574406,510,Wednesday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24450,881
40.8331652006224 -73.9418603427692,519,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clouds,24450,881
40.8339877431058 -73.9451581574406,743,Wednesday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24450,881
40.7890630201528 -73.9756304025650,1101,Wednesday,Ricky's NYC,Cosmetics Shop,Shop & Service,7.7,Clouds,24450,881
40.8340978041072 -73.9452672225881,363,Thursday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clear,24450,881
40.8331652006224 -73.9418603427692,402,Thursday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24450,881
40.8079950658704 -73.9638555049896,1305,Thursday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24450,881
40.7698434364248 -73.9100015417695,1356,Thursday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24450,881
40.7694330257794 -73.9104952939895,294,Friday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24450,881
40.8075212350888 -73.9642895388670,325,Friday,Morton Williams,Grocery Store,Shop & Service,4.7,Clouds,24450,881
40.8331652006224 -73.9418603427692,362,Friday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24450,881
40.8331652006224 -73.9418603427692,794,Friday,The Grinnell,Home (private),Residence,-1.0,Rain,24450,881
40.7662484385883 -73.9131649790758,969,Friday,Mazag Hookah Lounge,Hookah Bar,Nightlife Spot,-1.0,Clouds,24450,881
40.7694330257794 -73.9104952939895,1176,Friday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Rain,24450,881
40.8331652006224 -73.9418603427692,1161,Saturday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clouds,24450,881
40.7694330257794 -73.9104952939895,391,Sunday,MTA Bus - M60-SBS (LaGuardia Airport) - Astoria Blvd/Steinway St,Bus Line,Travel & Transport,-1.0,Clear,24450,881
40.8340978041072 -73.9452672225881,444,Sunday,Galaxy Gourmet Deli,Deli / Bodega,Food,8.2,Clouds,24450,881
40.7686098599664 -73.9110349752167,1401,Sunday,Dunkin' Donuts,Donut Shop,Food,5.9,Rain,24450,881
40.7698434364248 -73.9100015417695,115,Monday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24451,881
40.7698434364248 -73.9100015417695,1371,Monday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24451,881
40.7510070707095 -73.9455714566221,279,Tuesday,Show Palace,Strip Club,Nightlife Spot,6.3,Clouds,24451,881
40.8339877431058 -73.9451581574406,1097,Tuesday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24451,881
40.8331652006224 -73.9418603427692,551,Wednesday,The Grinnell,Home (private),Residence,-1.0,Clear,24451,881
40.8331652006224 -73.9418603427692,1139,Wednesday,Wayne Manor ( Bat Cave ),Home (private),Residence,-1.0,Clear,24451,881
40.8079950658704 -73.9638555049896,1410,Wednesday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24451,881
40.8331652006224 -73.9418603427692,881,Thursday,The Grinnell,Home (private),Residence,-1.0,Clear,24451,881
40.7689158969068 -73.9065883017906,762,Friday,The Lions Den,Home (private),Residence,-1.0,Clear,24451,881
40.8342936185069 -73.9444463623364,881,Friday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clear,24451,881
40.8358800000000 -73.9432070000000,1015,Friday,"3841 Hardware, Inc.",Hardware Store,Shop & Service,-1.0,Clear,24451,881
40.8498192120828 -73.9346359519707,1133,Friday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24451,881
40.7689158969068 -73.9065883017906,1252,Friday,The Lions Den,Home (private),Residence,-1.0,Clear,24451,881
40.8079950658704 -73.9638555049896,1350,Friday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),Bus Station,Travel & Transport,-1.0,Clear,24451,881
40.7698434364248 -73.9100015417695,1421,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clouds,24451,881
