space,time,day,poi,type,root_type,rating,weather,tid,label
40.7812919453058 -74.0208861626204,1047,Sunday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12655,448
40.7812919453058 -74.0208861626204,495,Monday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12656,448
40.7839597743717 -74.0123851108437,495,Monday,48th Street,Home (private),Residence,-1.0,Clear,12656,448
40.7514212717304 -73.9429825819190,536,Monday,Ed Koch Queensboro Bridge,Bridge,Outdoors & Recreation,-1.0,Clear,12656,448
40.7657964899803 -73.9798320301881,791,Monday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clear,12656,448
40.7655028717874 -73.9780126822968,794,Monday,Subway,Sandwich Place,Food,5.8,Clear,12656,448
40.7653700556837 -73.9760568737984,801,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12656,448
40.7812919453058 -74.0208861626204,482,Tuesday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12656,448
40.7561647919909 -73.9906024932861,510,Tuesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12656,448
40.7576340089401 -73.9949830278669,511,Tuesday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,12656,448
40.7466392223744 -73.9455413818359,529,Tuesday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clear,12656,448
40.7504756227248 -73.9402842521667,625,Tuesday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clear,12656,448
40.7689575868845 -74.0262740783250,830,Tuesday,NJT - Bus Stop,Bus Stop,Travel & Transport,-1.0,Clear,12656,448
40.7653700556837 -73.9760568737984,1005,Tuesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12656,448
40.7576340089401 -73.9949830278669,531,Wednesday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,12656,448
40.7466392223744 -73.9455413818359,553,Wednesday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clear,12656,448
40.7448228008499 -73.9364557086827,771,Wednesday,LaGuardia Community College,Community College,College & University,-1.0,Clear,12656,448
40.7476145993777 -73.8839578628540,776,Wednesday,MTA Subway - 7 Train,Train,Travel & Transport,-1.0,Clear,12656,448
40.7653700556837 -73.9760568737984,784,Wednesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12656,448
40.7504756227248 -73.9402842521667,914,Wednesday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clouds,12656,448
40.7561647919909 -73.9906024932861,1419,Wednesday,Duane Reade,Pharmacy,Shop & Service,5.3,Rain,12656,448
40.7567871688006 -73.9901451688078,1419,Wednesday,Gate 305,Bus Station,Travel & Transport,-1.0,Rain,12656,448
40.7582533923748 -73.9924809001022,1421,Wednesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Rain,12656,448
40.7812596081990 -74.0214714387884,2,Thursday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Rain,12656,448
40.7819157609522 -74.0213566788970,3,Thursday,Pse&g,Building,Professional & Other Places,-1.0,Rain,12656,448
40.7812596081990 -74.0214714387884,494,Thursday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Fog,12656,448
40.7839597743717 -74.0123851108437,494,Thursday,48th Street,Home (private),Residence,-1.0,Fog,12656,448
40.7582533923748 -73.9929859193451,518,Thursday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12656,448
40.7466603184955 -73.9446817142332,537,Thursday,Court Square Park,Park,Outdoors & Recreation,6.9,Clouds,12656,448
40.7504756227248 -73.9402842521667,538,Thursday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clouds,12656,448
40.7448228008499 -73.9364557086827,543,Thursday,LaGuardia Community College,Community College,College & University,-1.0,Clouds,12656,448
40.7653700556837 -73.9760568737984,960,Thursday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12656,448
40.7569876494258 -73.9900992573426,1418,Thursday,Gate 305,Bus Station,Travel & Transport,-1.0,Clear,12656,448
40.7582533923748 -73.9929859193451,1429,Thursday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clear,12656,448
40.7839597743717 -74.0123851108437,1435,Thursday,48th Street,Home (private),Residence,-1.0,Clear,12656,448
40.7812596081990 -74.0214714387884,546,Friday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12656,448
40.7839597743717 -74.0123851108437,547,Friday,48th Street,Home (private),Residence,-1.0,Clear,12656,448
40.7819157609522 -74.0213566788970,809,Friday,Pse&g,Building,Professional & Other Places,-1.0,Clouds,12656,448
40.7809256058187 -74.0178564690517,814,Friday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12656,448
40.7757734514547 -74.0263601460304,825,Friday,Frank's Papaya,American Restaurant,Food,-1.0,Clouds,12656,448
40.7655284166496 -73.9775937133093,855,Friday,Subway,Sandwich Place,Food,5.8,Clouds,12656,448
40.7653700556837 -73.9760568737984,857,Friday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12656,448
40.7812596081990 -74.0214714387884,30,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12656,448
40.7806375995126 -74.0178564690517,557,Saturday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12656,448
40.7813476468091 -74.0203835333333,578,Saturday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Clouds,12656,448
40.7812596081990 -74.0214714387884,609,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12656,448
40.7819315132879 -74.0206509040469,1345,Saturday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clouds,12656,448
40.7839597743717 -74.0123851108437,373,Sunday,48th Street,Home (private),Residence,-1.0,Clear,12656,448
40.7643396572477 -73.9845955408860,410,Sunday,Duane Reade,Pharmacy,Shop & Service,6.2,Clear,12656,448
40.7653700556837 -73.9760568737984,418,Sunday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12656,448
40.7731445745460 -74.0271232779847,993,Sunday,New York Ave,Professional & Other Places,Professional & Other Places,-1.0,Rain,12656,448
40.7466392223744 -73.9455413818359,559,Monday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clouds,12657,448
40.7504756227248 -73.9402842521667,560,Monday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clouds,12657,448
40.7443795440238 -73.9306712150574,562,Monday,MTA Subway - 33rd St/Rawson St (7),Metro Station,Travel & Transport,-1.0,Clouds,12657,448
40.7444798708287 -73.9335624597171,778,Monday,"LaGuardia Community College, E Building",College & University,College & University,-1.0,Clouds,12657,448
40.7448185005553 -73.9371732736673,779,Monday,LaGuardia Community College - B Building,College Academic Building,College & University,-1.0,Clouds,12657,448
40.7653700556837 -73.9760568737984,799,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12657,448
40.7561647919909 -73.9906024932861,37,Tuesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clouds,12657,448
40.7569876494258 -73.9900992573426,37,Tuesday,Gate 305,Bus Station,Travel & Transport,-1.0,Clouds,12657,448
40.7582533923748 -73.9929859193451,40,Tuesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12657,448
40.7740829972902 -74.0123851108437,53,Tuesday,48th Street,Home (private),Residence,-1.0,Clouds,12657,448
40.7740829972902 -74.0123851108437,500,Tuesday,48th Street,Home (private),Residence,-1.0,Clouds,12657,448
40.7812596081990 -74.0214714387884,506,Tuesday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12657,448
40.7568230000000 -73.9294800000000,654,Tuesday,MTA Subway - N Train,Train,Travel & Transport,-1.0,Clear,12657,448
40.7566361584625 -73.9916753768921,674,Tuesday,Gate 202,Bus Line,Travel & Transport,-1.0,Clear,12657,448
40.7572212983984 -73.9915466308594,675,Tuesday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,12657,448
40.7581609328622 -73.9938983939230,680,Tuesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clear,12657,448
40.7688921851438 -74.0251322430889,686,Tuesday,NJT - Bus Stop,Bus Stop,Travel & Transport,-1.0,Clouds,12657,448
40.7813476468091 -74.0203835333333,698,Tuesday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Clouds,12657,448
40.7812596081990 -74.0214714387884,500,Wednesday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12657,448
40.7740829972902 -74.0123851108437,500,Wednesday,48th Street,Home (private),Residence,-1.0,Clear,12657,448
40.7446715192372 -73.9338896745631,688,Wednesday,"LaGuardia Community College, E Building",College & University,College & University,-1.0,Clear,12657,448
40.7653700556837 -73.9760568737984,818,Wednesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12657,448
40.7569876494258 -73.9900992573426,1412,Wednesday,Gate 305,Bus Station,Travel & Transport,-1.0,Clear,12657,448
40.7561647919909 -73.9906024932861,1413,Wednesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12657,448
40.7581609328622 -73.9938983939230,1421,Wednesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clear,12657,448
40.7740829972902 -74.0123851108437,1433,Wednesday,48th Street,Home (private),Residence,-1.0,Clear,12657,448
40.7806690000000 -74.0172950000000,1433,Wednesday,Kikos Liquors,Miscellaneous Shop,Shop & Service,-1.0,Clear,12657,448
40.7819315132879 -74.0206509040469,7,Thursday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clear,12657,448
40.7827051478195 -74.0211902769318,7,Thursday,Chase Bank,Bank,Shop & Service,6.3,Clear,12657,448
40.7789805654055 -74.0158481229471,40,Thursday,Dunkin' Donuts,Donut Shop,Food,6.5,Clear,12657,448
40.7740829972902 -74.0123851108437,431,Thursday,48th Street,Home (private),Residence,-1.0,Clouds,12657,448
40.7812596081990 -74.0214714387884,431,Thursday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12657,448
40.7566361584625 -73.9916753768921,453,Thursday,Gate 202,Bus Line,Travel & Transport,-1.0,Clear,12657,448
40.7466392223744 -73.9455413818359,471,Thursday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clear,12657,448
40.7443795440238 -73.9306712150574,471,Thursday,MTA Subway - 33rd St/Rawson St (7),Metro Station,Travel & Transport,-1.0,Clear,12657,448
40.7809256058187 -74.0178564690517,686,Friday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12657,448
40.7462734650320 -73.9776568456809,1109,Friday,Jackson Hole,Burger Joint,Food,7.8,Clear,12657,448
40.7812596081990 -74.0214714387884,503,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12657,448
40.7740829972902 -74.0123851108437,503,Saturday,48th Street,Home (private),Residence,-1.0,Clear,12657,448
40.7447364104290 -73.9369436531613,556,Saturday,LaGuardia Community College - B Building,College Academic Building,College & University,-1.0,Clear,12657,448
40.7448228008499 -73.9364557086827,556,Saturday,LaGuardia Community College,Community College,College & University,-1.0,Clear,12657,448
40.7443795440238 -73.9306712150574,843,Saturday,MTA Subway - 33rd St/Rawson St (7),Metro Station,Travel & Transport,-1.0,Clear,12657,448
40.7561647919909 -73.9906024932861,871,Saturday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12657,448
40.7773276200000 -74.0233313700000,885,Saturday,Union City Public Library,Library,Professional & Other Places,-1.0,Clear,12657,448
40.7874751628962 -74.0315069241344,1126,Saturday,NJT - Tonnelle Avenue Light Rail Station,Light Rail Station,Travel & Transport,7.1,Clear,12657,448
40.7321531903256 -74.0358889102936,1157,Saturday,Target,Big Box Store,Shop & Service,7.2,Clear,12657,448
40.7333726748857 -74.0336894989014,1157,Saturday,Pedestrian Walkway to Jersey City,Scenic Lookout,Outdoors & Recreation,-1.0,Clear,12657,448
40.7316460000000 -74.0015280000000,1256,Saturday,Vagabond Cafe,Coffee Shop,Food,-1.0,Clear,12657,448
40.7689423540576 -74.0248051834948,389,Sunday,NJT - Bus Stop,Bus Stop,Travel & Transport,-1.0,Clear,12657,448
40.7658108931722 -73.9797861162575,414,Sunday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clear,12657,448
40.7656500000000 -73.9787380000000,416,Sunday,Bella Vita Pizzeria,Pizza Place,Food,5.9,Clear,12657,448
40.7653700556837 -73.9760568737984,464,Sunday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12657,448
40.7658108931722 -73.9797861162575,953,Sunday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clear,12657,448
40.7567743169674 -73.9918112753730,970,Sunday,Gate 201,Bus Station,Travel & Transport,-1.0,Clear,12657,448
40.7813476468091 -74.0203835333333,1004,Sunday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Clear,12657,448
40.7813476468091 -74.0203835333333,717,Tuesday,Cart Lady 48&bline (zuly),Food Truck,Food,-1.0,Clouds,12658,448
40.7812596081990 -74.0214714387884,487,Thursday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12658,448
40.7740829972902 -74.0123851108437,488,Thursday,48th Street,Home (private),Residence,-1.0,Clouds,12658,448
40.7572282991009 -73.9969743768554,516,Thursday,Duane Reade,Pharmacy,Shop & Service,7.2,Clouds,12658,448
40.7466392223744 -73.9455413818359,536,Thursday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clouds,12658,448
40.7446715192372 -73.9342685542213,687,Thursday,"LaGuardia Community College, E Building",College & University,College & University,-1.0,Clouds,12658,448
40.7514212717304 -73.9429825819190,781,Thursday,Ed Koch Queensboro Bridge,Bridge,Outdoors & Recreation,-1.0,Clouds,12658,448
40.7653700556837 -73.9760568737984,790,Thursday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12658,448
40.7561647919909 -73.9906024932861,1429,Thursday,Duane Reade,Pharmacy,Shop & Service,5.3,Clouds,12658,448
40.7567308984519 -73.9900074343792,1429,Thursday,Gate 305,Bus Station,Travel & Transport,-1.0,Clouds,12658,448
40.7812596081990 -74.0214714387884,12,Friday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12658,448
40.7827051478195 -74.0211902769318,394,Saturday,Chase Bank,Bank,Shop & Service,6.3,Clouds,12658,448
40.7812596081990 -74.0214714387884,436,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12658,448
40.7524809714823 -73.9943861930168,824,Saturday,AMC Loews 34th Street 14,Movie Theater,Arts & Entertainment,7.2,Clouds,12658,448
40.7566361584625 -73.9916753768921,1019,Saturday,Gate 202,Bus Line,Travel & Transport,-1.0,Fog,12658,448
40.7582952264397 -73.9943689765993,1020,Saturday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Fog,12658,448
40.7709462588986 -74.0229460972491,1034,Saturday,Park Avenue Bar & Grill,Other Nightlife,Nightlife Spot,-1.0,Fog,12658,448
40.7812596081990 -74.0214714387884,1125,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12658,448
40.7740829972902 -74.0123851108437,1125,Saturday,48th Street,Home (private),Residence,-1.0,Clouds,12658,448
40.7812596081990 -74.0214714387884,1148,Sunday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12658,448
40.7812596081990 -74.0214714387884,428,Monday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12659,448
40.7740829972902 -74.0123851108437,429,Monday,48th Street,Home (private),Residence,-1.0,Clouds,12659,448
40.7448228008499 -73.9364557086827,573,Monday,LaGuardia Community College,Community College,College & University,-1.0,Clouds,12659,448
40.7446715192372 -73.9342685542213,573,Monday,"LaGuardia Community College, E Building",College & University,College & University,-1.0,Clouds,12659,448
40.7653700556837 -73.9760568737984,960,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12659,448
40.7574641728535 -73.9918094520040,533,Tuesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12659,448
40.7466392223744 -73.9455413818359,559,Tuesday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clouds,12659,448
40.7446715192372 -73.9342685542213,634,Tuesday,"LaGuardia Community College, E Building",College & University,College & University,-1.0,Clouds,12659,448
40.7780294023410 -74.0241568005355,679,Tuesday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12659,448
40.7853635238289 -74.0189352290940,688,Tuesday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12659,448
40.7831443848562 -74.0205648337647,698,Tuesday,Village Fried Chicken,Fried Chicken Joint,Food,-1.0,Clouds,12659,448
40.7819157609522 -74.0213566788970,820,Tuesday,Pse&g,Building,Professional & Other Places,-1.0,Clouds,12659,448
40.7673061975676 -73.9822195394671,847,Tuesday,Chase Bank,Bank,Shop & Service,5.7,Clouds,12659,448
40.7567308984519 -73.9900074343792,1420,Tuesday,Gate 305,Bus Station,Travel & Transport,-1.0,Clouds,12659,448
40.7574641728535 -73.9918094520040,1420,Tuesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clouds,12659,448
40.7690226811256 -74.0247994456022,1426,Tuesday,NJT - Bus Stop,Bus Stop,Travel & Transport,-1.0,Clouds,12659,448
40.7738456125728 -74.0206853321490,1429,Tuesday,Subway,Sandwich Place,Food,5.9,Clouds,12659,448
40.7447364104290 -73.9368862479922,546,Wednesday,LaGuardia Community College - B Building,College Academic Building,College & University,-1.0,Rain,12659,448
40.7449324266138 -73.9342742948165,776,Wednesday,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant,Food,6.8,Clouds,12659,448
40.7582829546205 -73.9946157451021,83,Friday,Greyhound Bus Lines,Bus Station,Travel & Transport,5.1,Clear,12659,448
40.7740829972902 -74.0123851108437,124,Friday,48th Street,Home (private),Residence,-1.0,Clear,12659,448
40.7827051478195 -74.0211902769318,125,Friday,Chase Bank,Bank,Shop & Service,6.3,Clear,12659,448
40.7799293919546 -74.0178564690517,950,Friday,US Post Office,Post Office,Professional & Other Places,-1.0,Clear,12659,448
40.7813530215338 -74.0218157180484,524,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12659,448
40.7574641728535 -73.9918094520040,546,Saturday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clear,12659,448
40.7449688750558 -73.9366623676706,769,Saturday,LaGuardia Community College - B Building,College Academic Building,College & University,-1.0,Clear,12659,448
40.7447924486293 -73.9375693684006,770,Saturday,LaGuardia Third floor cafeteria,College Cafeteria,College & University,-1.0,Clear,12659,448
40.7740829972902 -74.0123851108437,886,Saturday,48th Street,Home (private),Residence,-1.0,Clear,12659,448
40.7740829972902 -74.0123851108437,751,Sunday,48th Street,Home (private),Residence,-1.0,Clear,12659,448
40.7572440000000 -73.9900600000000,1425,Monday,Gate 325,Bus Station,Travel & Transport,-1.0,Clouds,12663,448
40.7789805654055 -74.0158481229471,8,Tuesday,Dunkin' Donuts,Donut Shop,Food,6.5,Clouds,12663,448
40.7813151542147 -74.0218501459402,433,Wednesday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clouds,12663,448
40.7446715192372 -73.9342685542213,637,Wednesday,"LaGuardia Community College, E Building",College & University,College & University,-1.0,Clouds,12663,448
40.7561647919909 -73.9906024932861,667,Wednesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clouds,12663,448
40.7776455932643 -74.0250576505993,822,Wednesday,MetroPCS,Electronics Store,Shop & Service,-1.0,Clouds,12663,448
40.7658108931722 -73.9797861162575,850,Wednesday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clouds,12663,448
40.7653700556837 -73.9760568737984,1053,Wednesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12663,448
40.7561647919909 -73.9906024932861,1421,Wednesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clouds,12663,448
40.7740829972902 -74.0123851108437,414,Thursday,48th Street,Home (private),Residence,-1.0,Clear,12663,448
40.7572212983984 -73.9915466308594,433,Thursday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,12663,448
40.7813151542147 -74.0218501459402,705,Friday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12663,448
40.7813752335407 -74.0203123607127,1122,Friday,US Post Office,Post Office,Professional & Other Places,-1.0,Clouds,12663,448
40.7813151542147 -74.0218501459402,344,Monday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12666,448
40.7740829972902 -74.0123851108437,344,Monday,48th Street,Home (private),Residence,-1.0,Clear,12666,448
40.7677159934875 -73.9818005796479,371,Monday,LensCrafters,Optical Shop,Shop & Service,-1.0,Clear,12666,448
40.7658108931722 -73.9797861162575,371,Monday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clear,12666,448
40.7653700556837 -73.9760568737984,422,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12666,448
40.7652590000000 -73.9764050000000,1270,Monday,Angela's Sandwich Shop,Sandwich Place,Food,8.1,Clear,12666,448
40.7653700556837 -73.9760568737984,1393,Monday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12666,448
40.7568620979867 -73.9900074343792,1419,Monday,Gate 305,Bus Station,Travel & Transport,-1.0,Clear,12666,448
40.7827051478195 -74.0211902769318,19,Tuesday,Chase Bank,Bank,Shop & Service,6.3,Clear,12666,448
40.7740829972902 -74.0123851108437,20,Tuesday,48th Street,Home (private),Residence,-1.0,Clear,12666,448
40.7813151542147 -74.0218501459402,486,Tuesday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12666,448
40.7740829972902 -74.0123851108437,488,Tuesday,48th Street,Home (private),Residence,-1.0,Clear,12666,448
40.7561647919909 -73.9906024932861,517,Tuesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12666,448
40.7504756227248 -73.9402842521667,537,Tuesday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clear,12666,448
40.7449688750558 -73.9366623676706,540,Tuesday,LaGuardia Community College - B Building,College Academic Building,College & University,-1.0,Clear,12666,448
40.7514212717304 -73.9429825819190,770,Tuesday,Ed Koch Queensboro Bridge,Bridge,Outdoors & Recreation,-1.0,Clouds,12666,448
40.7658870000000 -73.9765150000000,829,Wednesday,110 Central Park South,Residential Building (Apartment / Condo),Residence,-1.0,Clear,12666,448
40.7655284166496 -73.9775937133093,829,Wednesday,Subway,Sandwich Place,Food,5.8,Clear,12666,448
40.7653700556837 -73.9760568737984,1398,Wednesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12666,448
40.7561647919909 -73.9906024932861,1416,Wednesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12666,448
40.7568620979867 -73.9900074343792,1417,Wednesday,Gate 305,Bus Station,Travel & Transport,-1.0,Clear,12666,448
40.7813752335407 -74.0203123607127,488,Thursday,US Post Office,Post Office,Professional & Other Places,-1.0,Clear,12666,448
40.7813151542147 -74.0218501459402,488,Thursday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12666,448
40.7504756227248 -73.9402842521667,529,Thursday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clear,12666,448
40.7449688750558 -73.9366623676706,529,Thursday,LaGuardia Community College - B Building,College Academic Building,College & University,-1.0,Clear,12666,448
40.7515566023453 -73.9399838447571,773,Thursday,Packard Square,Residential Building (Apartment / Condo),Residence,6.7,Clear,12666,448
40.7653700556837 -73.9760568737984,980,Thursday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12666,448
40.7561647919909 -73.9906024932861,1412,Thursday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,12666,448
40.7574798232461 -73.9903345534857,1427,Thursday,Bus 156,Bus Line,Travel & Transport,-1.0,Clear,12666,448
40.7813151542147 -74.0218501459402,731,Friday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12666,448
40.7740829972902 -74.0123851108437,732,Friday,48th Street,Home (private),Residence,-1.0,Clear,12666,448
40.7813151542147 -74.0218501459402,553,Saturday,CVS/Pharmacy,Pharmacy,Shop & Service,6.5,Clear,12666,448
40.7813752335407 -74.0203123607127,554,Saturday,US Post Office,Post Office,Professional & Other Places,-1.0,Clear,12666,448
40.7781823574828 -74.0240363043444,345,Sunday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12666,448
40.7659784166960 -73.9815652730475,371,Sunday,Morton Williams,Grocery Store,Shop & Service,-1.0,Clouds,12666,448
40.7658108931722 -73.9797861162575,374,Sunday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clouds,12666,448
40.7653700556837 -73.9760568737984,508,Sunday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12666,448
40.7567743169674 -73.9918112753730,1319,Sunday,Gate 201,Bus Station,Travel & Transport,-1.0,Clear,12666,448
40.7653700556837 -73.9760568737984,289,Tuesday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clear,12669,448
40.7652590000000 -73.9764050000000,290,Tuesday,Angela's Sandwich Shop,Sandwich Place,Food,8.1,Clear,12669,448
40.7639300219095 -73.9774617091927,291,Tuesday,Duane Reade,Pharmacy,Shop & Service,8.0,Clear,12669,448
40.7740829972902 -74.0123851108437,472,Tuesday,48th Street,Home (private),Residence,-1.0,Clear,12669,448
40.7696931668233 -74.0247592803490,495,Tuesday,3315 Pleasant Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,12669,448
40.7581955774393 -73.9941623794690,509,Tuesday,NJT Bus 156,Bus Line,Travel & Transport,-1.0,Clear,12669,448
40.7466392223744 -73.9455413818359,527,Tuesday,MTA Subway - Court Square (E/G/M/7),Metro Station,Travel & Transport,-1.0,Clear,12669,448
40.7504756227248 -73.9402842521667,527,Tuesday,MTA Subway - Queensboro Plaza (N/W/7),Metro Station,Travel & Transport,-1.0,Clear,12669,448
40.7731445745460 -74.0271232779847,764,Tuesday,New York Ave,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12669,448
40.7781823574828 -74.0240363043444,766,Tuesday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12669,448
40.7740829972902 -74.0123851108437,346,Saturday,48th Street,Home (private),Residence,-1.0,Clouds,12669,448
40.7781823574828 -74.0240363043444,349,Saturday,43rd Bergenline Ave.,Professional & Other Places,Professional & Other Places,-1.0,Clouds,12669,448
40.7676933990511 -74.0221255688511,357,Saturday,Manhatten View,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,12669,448
40.7572212983984 -73.9915466308594,365,Saturday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clouds,12669,448
40.7680332698216 -73.9818692207336,389,Saturday,Columbus Circle,Plaza,Outdoors & Recreation,9.2,Clouds,12669,448
40.7658108931722 -73.9797861162575,392,Saturday,Petrossian Boutique & Cafe,French Restaurant,Food,8.4,Clouds,12669,448
40.7653700556837 -73.9760568737984,416,Saturday,"The Ritz-Carlton New York, Central Park",Resort,Travel & Transport,9.0,Clouds,12669,448
40.7827051478195 -74.0211902769318,1014,Saturday,Chase Bank,Bank,Shop & Service,6.3,Rain,12669,448
