space,time,day,poi,type,root_type,rating,weather,tid,label
40.7568962212921 -73.9918899536133,503,Thursday,Au Bon Pain,Bakery,Food,6.4,Clouds,22816,820
40.7559348804415 -73.9909543565790,504,Thursday,Chase Bank,Bank,Shop & Service,6.2,Clouds,22816,820
40.7568962212921 -73.9918899536133,509,Friday,Au Bon Pain,Bakery,Food,6.4,Clouds,22816,820
40.7562208921636 -73.9908338394677,509,Friday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22816,820
40.7563305728609 -73.9910117456530,511,Friday,Casa Java,Coffee Shop,Food,5.5,Clouds,22816,820
40.7554423602829 -73.9912470406770,511,Friday,Starbucks,Coffee Shop,Food,6.6,Clouds,22816,820
40.7559348804415 -73.9909543565790,511,Friday,Chase Bank,Bank,Shop & Service,6.2,Clouds,22816,820
40.7433346924179 -73.8832222241571,1334,Sunday,New Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clear,22816,820
40.7431397098343 -73.8824011021972,456,Monday,T-Mobile,Electronics Store,Shop & Service,6.7,Clouds,22817,820
40.7435249801454 -73.8818039204271,456,Monday,Paradise Deli & Convenience,Deli / Bodega,Food,-1.0,Clouds,22817,820
40.7433770000000 -73.8836790000000,456,Monday,Duane Reade,Pharmacy,Shop & Service,-1.0,Clouds,22817,820
40.7421497191821 -73.8821197379363,456,Monday,Moore Homestead Playground,Playground,Outdoors & Recreation,-1.0,Clouds,22817,820
40.7437028801630 -73.8844108351586,457,Monday,US Post Office - Elmhurst Station,Post Office,Professional & Other Places,-1.0,Clouds,22817,820
40.7559348804415 -73.9909543565790,496,Monday,Chase Bank,Bank,Shop & Service,6.2,Clouds,22817,820
40.7562208921636 -73.9908338394677,496,Monday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22817,820
40.7563305728609 -73.9910117456530,496,Monday,Casa Java,Coffee Shop,Food,5.5,Clouds,22817,820
40.7557711018268 -73.9911437404581,496,Monday,Port Authority Food Court,Coffee,Food,5.3,Clouds,22817,820
40.7568962212921 -73.9918899536133,497,Monday,Au Bon Pain,Bakery,Food,6.4,Clouds,22817,820
40.7434308397878 -73.8833657765936,1124,Monday,Dunkin' Donuts,Donut Shop,Food,5.9,Clouds,22817,820
40.7430457975545 -73.8832853872421,453,Tuesday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clouds,22817,820
40.7433346924179 -73.8832222241571,453,Tuesday,New Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clouds,22817,820
40.7435249801454 -73.8818039204271,453,Tuesday,Paradise Deli & Convenience,Deli / Bodega,Food,-1.0,Clouds,22817,820
40.7427576226745 -73.8823149703235,453,Tuesday,Broadway Park (Elmhurst),Park,Outdoors & Recreation,6.6,Clouds,22817,820
40.7435249801454 -73.8818039204271,452,Wednesday,Paradise Deli & Convenience,Deli / Bodega,Food,-1.0,Rain,22817,820
40.7434308397878 -73.8833657765936,452,Wednesday,Dunkin' Donuts,Donut Shop,Food,5.9,Rain,22817,820
40.7429692382286 -73.8827669620514,453,Wednesday,Top Line Supermarket,Supermarket,Shop & Service,6.1,Rain,22817,820
40.7433346924179 -73.8832222241571,453,Wednesday,New Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Rain,22817,820
40.7559348804415 -73.9909543565790,483,Wednesday,Chase Bank,Bank,Shop & Service,6.2,Rain,22817,820
40.7563801581211 -73.9902216196060,483,Wednesday,Schnipper's Quality Kitchen,Burger Joint,Food,8.0,Rain,22817,820
40.7568962212921 -73.9918899536133,483,Wednesday,Au Bon Pain,Bakery,Food,6.4,Rain,22817,820
40.7563604862368 -73.9913273852533,483,Wednesday,Casa Java,Coffee Shop,Food,5.5,Rain,22817,820
40.7572212983984 -73.9915466308594,484,Wednesday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Rain,22817,820
40.7430457975545 -73.8832853872421,452,Friday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clear,22817,820
40.7434308397878 -73.8833657765936,452,Friday,Dunkin' Donuts,Donut Shop,Food,5.9,Clear,22817,820
40.7429692382286 -73.8827669620514,452,Friday,Top Line Supermarket,Supermarket,Shop & Service,6.1,Clear,22817,820
40.7562208921636 -73.9908338394677,482,Friday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clear,22817,820
40.7559348804415 -73.9909543565790,482,Friday,Chase Bank,Bank,Shop & Service,6.2,Clear,22817,820
40.7568962212921 -73.9918899536133,483,Friday,Au Bon Pain,Bakery,Food,6.4,Clear,22817,820
40.7563604862368 -73.9913273852533,483,Friday,Casa Java,Coffee Shop,Food,5.5,Clear,22817,820
40.7563801581211 -73.9902216196060,483,Friday,Schnipper's Quality Kitchen,Burger Joint,Food,8.0,Clear,22817,820
40.7438430623464 -73.9248132705688,1099,Friday,Chikurin Japanese Restaurant,Sushi Restaurant,Food,-1.0,Clear,22817,820
40.7562208921636 -73.9908338394677,482,Monday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22819,820
40.7563458146582 -73.9910691347099,482,Monday,Casa Java,Coffee Shop,Food,5.5,Clouds,22819,820
40.7568962212921 -73.9918899536133,482,Monday,Au Bon Pain,Bakery,Food,6.4,Clouds,22819,820
40.7568001155879 -73.9909658343952,482,Monday,Gate 204,Bus Line,Travel & Transport,-1.0,Clouds,22819,820
40.7576926573789 -73.9915037155151,483,Monday,7-Eleven,Convenience Store,Shop & Service,6.3,Clouds,22819,820
40.7572212983984 -73.9915466308594,484,Monday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clouds,22819,820
40.7557711018268 -73.9911437404581,485,Monday,Port Authority Food Court,Coffee,Food,5.3,Clouds,22819,820
40.7568962212921 -73.9918899536133,497,Tuesday,Au Bon Pain,Bakery,Food,6.4,Rain,22819,820
40.7559348804415 -73.9909543565790,497,Tuesday,Chase Bank,Bank,Shop & Service,6.2,Rain,22819,820
40.7563458146582 -73.9910691347099,498,Tuesday,Casa Java,Coffee Shop,Food,5.5,Rain,22819,820
40.7557711018268 -73.9911437404581,498,Tuesday,Port Authority Food Court,Coffee,Food,5.3,Rain,22819,820
40.7563801581211 -73.9902216196060,498,Tuesday,Schnipper's Quality Kitchen,Burger Joint,Food,8.0,Rain,22819,820
40.7563458146582 -73.9910691347099,485,Friday,Casa Java,Coffee Shop,Food,5.5,Clouds,22819,820
40.7568962212921 -73.9918899536133,485,Friday,Au Bon Pain,Bakery,Food,6.4,Clouds,22819,820
40.7561647919909 -73.9906024932861,485,Friday,Duane Reade,Pharmacy,Shop & Service,5.3,Clouds,22819,820
40.7557711018268 -73.9911437404581,485,Friday,Port Authority Food Court,Coffee,Food,5.3,Clouds,22819,820
40.7572212983984 -73.9915466308594,486,Friday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clouds,22819,820
40.7509988731958 -74.0254765157396,532,Friday,Starbucks,Coffee Shop,Food,7.4,Clouds,22819,820
40.7563458146582 -73.9910691347099,487,Tuesday,Casa Java,Coffee Shop,Food,5.5,Clear,22820,820
40.7568962212921 -73.9918899536133,487,Tuesday,Au Bon Pain,Bakery,Food,6.4,Clear,22820,820
40.7576926573789 -73.9915037155151,488,Tuesday,7-Eleven,Convenience Store,Shop & Service,6.3,Clear,22820,820
40.7562208921636 -73.9908338394677,488,Tuesday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clear,22820,820
40.7557711018268 -73.9911437404581,488,Tuesday,Port Authority Food Court,Coffee,Food,5.3,Clear,22820,820
40.7563458146582 -73.9910691347099,489,Friday,Casa Java,Coffee Shop,Food,5.5,Clear,22820,820
40.7570313909079 -73.9890260737138,490,Friday,AMC Empire 25,Movie Theater,Arts & Entertainment,7.8,Clear,22820,820
40.7575951351054 -73.9868688583374,490,Friday,Carmine's,Italian Restaurant,Food,9.0,Clear,22820,820
40.7568962212921 -73.9918899536133,490,Friday,Au Bon Pain,Bakery,Food,6.4,Clear,22820,820
40.7568680043561 -73.9887161693032,490,Friday,Liberty Diner,BBQ Joint,Food,6.3,Clear,22820,820
40.7509988731958 -74.0254765157396,510,Friday,Starbucks,Coffee Shop,Food,7.4,Clear,22820,820
40.7458042971480 -73.8830700584595,1433,Saturday,www.facebook.com/ememmiranda,Home (private),Residence,-1.0,Clear,22820,820
40.7509988731958 -74.0254765157396,1020,Monday,Starbucks,Coffee Shop,Food,7.4,Clouds,22821,820
40.7509930000000 -74.0255670000000,1021,Monday,Hoboken Children's Academy II,School,Professional & Other Places,-1.0,Clouds,22821,820
40.7562208921636 -73.9908338394677,478,Tuesday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22821,820
40.7561647919909 -73.9906024932861,479,Tuesday,Duane Reade,Pharmacy,Shop & Service,5.3,Clouds,22821,820
40.7568962212921 -73.9918899536133,480,Tuesday,Au Bon Pain,Bakery,Food,6.4,Clouds,22821,820
40.7563458146582 -73.9910691347099,481,Tuesday,Casa Java,Coffee Shop,Food,5.5,Clouds,22821,820
40.7563458146582 -73.9910691347099,483,Wednesday,Casa Java,Coffee Shop,Food,5.5,Clouds,22821,820
40.7562208921636 -73.9908338394677,483,Wednesday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22821,820
40.7568962212921 -73.9918899536133,483,Wednesday,Au Bon Pain,Bakery,Food,6.4,Clouds,22821,820
40.7559348804415 -73.9909543565790,483,Wednesday,Chase Bank,Bank,Shop & Service,6.2,Clouds,22821,820
40.7576926573789 -73.9915037155151,483,Wednesday,7-Eleven,Convenience Store,Shop & Service,6.3,Clouds,22821,820
40.7414369700840 -73.8809537887573,1232,Wednesday,Pho Bac,Vietnamese Restaurant,Food,7.9,Clouds,22821,820
40.7431624889693 -73.8822747754362,1233,Wednesday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clouds,22821,820
40.7563458146582 -73.9910691347099,487,Thursday,Casa Java,Coffee Shop,Food,5.5,Clear,22821,820
40.7568962212921 -73.9918899536133,487,Thursday,Au Bon Pain,Bakery,Food,6.4,Clear,22821,820
40.7565050745426 -73.9909658343952,487,Thursday,Gate 204,Bus Line,Travel & Transport,-1.0,Clear,22821,820
40.7559348804415 -73.9909543565790,487,Thursday,Chase Bank,Bank,Shop & Service,6.2,Clear,22821,820
40.7561647919909 -73.9906024932861,488,Thursday,Duane Reade,Pharmacy,Shop & Service,5.3,Clear,22821,820
40.7512134236282 -74.0253388067539,971,Thursday,Kidville,School,Professional & Other Places,-1.0,Clouds,22821,820
40.7414796625417 -73.8806784575256,1197,Thursday,Phở Bằng,Vietnamese Restaurant,Food,-1.0,Clouds,22821,820
40.7563458146582 -73.9910691347099,510,Friday,Casa Java,Coffee Shop,Food,5.5,Clear,22821,820
40.7568962212921 -73.9918899536133,510,Friday,Au Bon Pain,Bakery,Food,6.4,Clear,22821,820
40.7562208921636 -73.9908338394677,510,Friday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clear,22821,820
40.7576926573789 -73.9915037155151,510,Friday,7-Eleven,Convenience Store,Shop & Service,6.3,Clear,22821,820
40.7559348804415 -73.9909543565790,510,Friday,Chase Bank,Bank,Shop & Service,6.2,Clear,22821,820
40.7433346924179 -73.8832222241571,1242,Sunday,New Broadway Laundromat,Laundry Service,Shop & Service,-1.0,Clouds,22821,820
40.7435249801454 -73.8818039204271,449,Monday,Paradise Deli & Convenience,Deli / Bodega,Food,-1.0,Clouds,22822,820
40.7434690367403 -73.8820967694073,449,Monday,T-Mobile,Electronics Store,Shop & Service,6.7,Clouds,22822,820
40.7431624889693 -73.8822747754362,449,Monday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clouds,22822,820
40.7430905807101 -73.8822001277664,452,Monday,Broadway Park (Elmhurst),Park,Outdoors & Recreation,6.6,Clouds,22822,820
40.7562208921636 -73.9908338394677,482,Monday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22822,820
40.7563458146582 -73.9910691347099,482,Monday,Casa Java,Coffee Shop,Food,5.5,Clouds,22822,820
40.7568962212921 -73.9918899536133,483,Monday,Au Bon Pain,Bakery,Food,6.4,Clouds,22822,820
40.7576926573789 -73.9915037155151,483,Monday,7-Eleven,Convenience Store,Shop & Service,6.3,Clouds,22822,820
40.7559348804415 -73.9909543565790,483,Monday,Chase Bank,Bank,Shop & Service,6.2,Clouds,22822,820
40.7562208921636 -73.9908338394677,484,Tuesday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Fog,22822,820
40.7563458146582 -73.9910691347099,484,Tuesday,Casa Java,Coffee Shop,Food,5.5,Fog,22822,820
40.7568962212921 -73.9918899536133,485,Tuesday,Au Bon Pain,Bakery,Food,6.4,Fog,22822,820
40.7576926573789 -73.9915037155151,485,Tuesday,7-Eleven,Convenience Store,Shop & Service,6.3,Fog,22822,820
40.7557711018268 -73.9911437404581,485,Tuesday,Port Authority Food Court,Coffee,Food,5.3,Fog,22822,820
40.7431624889693 -73.8822747754362,454,Wednesday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clouds,22822,820
40.7430905807101 -73.8822001277664,454,Wednesday,Broadway Park (Elmhurst),Park,Outdoors & Recreation,6.6,Clouds,22822,820
40.7429501250559 -73.8822862596905,455,Wednesday,Dr. Chhabra Dental Office,Dentist's Office,Professional & Other Places,-1.0,Clouds,22822,820
40.7434308397878 -73.8833657765936,455,Wednesday,Dunkin' Donuts,Donut Shop,Food,5.9,Clouds,22822,820
40.7429692382286 -73.8827669620514,455,Wednesday,Top Line Supermarket,Supermarket,Shop & Service,6.1,Clouds,22822,820
40.7434690367403 -73.8820967694073,447,Friday,T-Mobile,Electronics Store,Shop & Service,6.7,Clouds,22822,820
40.7431624889693 -73.8822747754362,448,Friday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clouds,22822,820
40.7434308397878 -73.8833657765936,448,Friday,Dunkin' Donuts,Donut Shop,Food,5.9,Clouds,22822,820
40.7428822173914 -73.8821714171165,448,Friday,Moore Homestead Playground,Playground,Outdoors & Recreation,-1.0,Clouds,22822,820
40.7435249801454 -73.8818039204271,448,Friday,Paradise Deli & Convenience,Deli / Bodega,Food,-1.0,Clouds,22822,820
40.7568962212921 -73.9918899536133,481,Friday,Au Bon Pain,Bakery,Food,6.4,Clouds,22822,820
40.7563458146582 -73.9910691347099,481,Friday,Casa Java,Coffee Shop,Food,5.5,Clouds,22822,820
40.7585662656810 -73.9991091718079,481,Friday,Villa Fresh Italian Kitchen,Pizza Place,Food,-1.0,Clouds,22822,820
40.7581165679535 -73.9928998366137,482,Friday,Empire Coffee & Tea,Coffee Shop,Food,8.0,Clouds,22822,820
40.7414796625417 -73.8806784575256,938,Saturday,Phở Bằng,Vietnamese Restaurant,Food,-1.0,Clear,22822,820
40.7429501250559 -73.8822862596905,449,Monday,Dr. Chhabra Dental Office,Dentist's Office,Professional & Other Places,-1.0,Clouds,22824,820
40.7429692382286 -73.8827669620514,449,Monday,Top Line Supermarket,Supermarket,Shop & Service,6.1,Clouds,22824,820
40.7431624889693 -73.8822747754362,450,Monday,Yi Mei Fung Bakery Corp,Bakery,Food,5.9,Clouds,22824,820
40.7434308397878 -73.8833657765936,450,Monday,Dunkin' Donuts,Donut Shop,Food,5.9,Clouds,22824,820
40.7428822173914 -73.8821714171165,450,Monday,Moore Homestead Playground,Playground,Outdoors & Recreation,-1.0,Clouds,22824,820
40.7563458146582 -73.9910691347099,484,Monday,Casa Java,Coffee Shop,Food,5.5,Clouds,22824,820
40.7562208921636 -73.9908338394677,484,Monday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clouds,22824,820
40.7568962212921 -73.9918899536133,484,Monday,Au Bon Pain,Bakery,Food,6.4,Clouds,22824,820
40.7559348804415 -73.9909543565790,484,Monday,Chase Bank,Bank,Shop & Service,6.2,Clouds,22824,820
40.7563801581211 -73.9902216196060,484,Monday,Schnipper's Quality Kitchen,Burger Joint,Food,8.0,Clouds,22824,820
40.7568962212921 -73.9918899536133,491,Wednesday,Au Bon Pain,Bakery,Food,6.4,Clear,22824,820
40.7563458146582 -73.9910691347099,491,Wednesday,Casa Java,Coffee Shop,Food,5.5,Clear,22824,820
40.7607246666667 -73.9990930000000,492,Wednesday,Silver Platter Café,Coffee Shop,Food,-1.0,Clear,22824,820
40.7563458146582 -73.9910691347099,479,Monday,Casa Java,Coffee Shop,Food,5.5,Clear,22825,820
40.7568962212921 -73.9918899536133,479,Monday,Au Bon Pain,Bakery,Food,6.4,Clear,22825,820
40.7576926573789 -73.9915037155151,479,Monday,7-Eleven,Convenience Store,Shop & Service,6.3,Clear,22825,820
40.7559348804415 -73.9909543565790,479,Monday,Chase Bank,Bank,Shop & Service,6.2,Clear,22825,820
40.7557711018268 -73.9911437404581,479,Monday,Port Authority Food Court,Coffee,Food,5.3,Clear,22825,820
40.7509988731958 -74.0254765157396,881,Monday,Starbucks,Coffee Shop,Food,7.4,Unknown,22825,820
40.7563458146582 -73.9910691347099,485,Tuesday,Casa Java,Coffee Shop,Food,5.5,Clear,22825,820
40.7568962212921 -73.9918899536133,485,Tuesday,Au Bon Pain,Bakery,Food,6.4,Clear,22825,820
40.7557711018268 -73.9911437404581,485,Tuesday,Port Authority Food Court,Coffee,Food,5.3,Clear,22825,820
40.7559348804415 -73.9909543565790,486,Tuesday,Chase Bank,Bank,Shop & Service,6.2,Clear,22825,820
40.7563801581211 -73.9902216196060,486,Tuesday,Schnipper's Quality Kitchen,Burger Joint,Food,8.0,Clear,22825,820
40.7514037017162 -74.0246846877134,1392,Wednesday,Shipyard,Park,Outdoors & Recreation,-1.0,Clear,22825,820
40.7563458146582 -73.9910691347099,490,Thursday,Casa Java,Coffee Shop,Food,5.5,Clear,22825,820
40.7568962212921 -73.9918899536133,490,Thursday,Au Bon Pain,Bakery,Food,6.4,Clear,22825,820
40.7562208921636 -73.9908338394677,490,Thursday,Transbridge Bus Line,Bus Line,Travel & Transport,-1.0,Clear,22825,820
40.7559348804415 -73.9909543565790,490,Thursday,Chase Bank,Bank,Shop & Service,6.2,Clear,22825,820
40.7557711018268 -73.9911437404581,490,Thursday,Port Authority Food Court,Coffee,Food,5.3,Clear,22825,820
40.7563801581211 -73.9902216196060,490,Thursday,Schnipper's Quality Kitchen,Burger Joint,Food,8.0,Clear,22825,820
40.7509988731958 -74.0254765157396,510,Thursday,Starbucks,Coffee Shop,Food,7.4,Clear,22825,820
40.7496303331840 -73.9880919456482,626,Friday,New York State DMV,Government Building,Professional & Other Places,-1.0,Clear,22825,820
40.7563458146582 -73.9910691347099,475,Monday,Casa Java,Coffee Shop,Food,5.5,Clear,22844,820
40.7572212983984 -73.9915466308594,476,Monday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,22844,820
40.7563458146582 -73.9910691347099,466,Tuesday,Casa Java,Coffee Shop,Food,5.5,Fog,22844,820
40.7572212983984 -73.9915466308594,466,Tuesday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Fog,22844,820
40.7629587750000 -73.9155906666667,1161,Tuesday,Planet Fitness,Gym / Fitness Center,Outdoors & Recreation,6.7,Clouds,22844,820
40.7581165679535 -73.9928998366137,482,Wednesday,Empire Coffee & Tea,Coffee Shop,Food,8.0,Fog,22844,820
40.7509988731958 -74.0254765157396,676,Wednesday,Starbucks,Coffee Shop,Food,7.4,Clear,22844,820
40.7563458146582 -73.9910691347099,465,Thursday,Casa Java,Coffee Shop,Food,5.5,Clear,22844,820
40.7572212983984 -73.9915466308594,466,Thursday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Clear,22844,820
40.7509988731958 -74.0254765157396,577,Thursday,Starbucks,Coffee Shop,Food,7.4,Clear,22844,820
40.7571401131869 -73.9935081537544,481,Friday,Cupcake Cafe,Cupcake Shop,Food,7.3,Snow,22844,820
40.7572212983984 -73.9915466308594,482,Friday,Port Authority Bus Terminal,Bus Station,Travel & Transport,5.5,Snow,22844,820
