Systematic_name,Standard_name,Uniprot_id
YDL069C,CBS1,P14066
YDL070W,BDF2,Q07442
YDL071C,,Q07438
YDL072C,YET3,Q07451
YDL073W,AHK1,Q07454
YDL074C,BRE1,Q07457
YDL075W,RPL31A,P0C2H8
YDL076C,RXT3,Q07458
YDL077C,VAM6,Q07468
YDL078C,MDH3,P32419
YDL079C,MRK1,P50873
YDL080C,THI3,Q07471
YDL081C,RPP1A,P05318
YDL082W,RPL13A,Q12690
YDL083C,RPS16B,P0CX52
YDL084W,SUB2,Q07478
YDL085W,NDE2,Q07500
YDL086W,,P33203
YDL087C,LUC7,Q07508
YDL088C,ASM4,Q05166
YDL089W,NUR1,Q12066
YDL090C,RAM1,P22007
YDL091C,UBX3,Q12229
YDL092W,SRP14,P38985
YDL093W,PMT5,P52867
YDL094C,,Q07509
YDL095W,PMT1,P33775
YDL096C,OPI6,Q07521
YDL097C,RPN6,Q12377
YDL098C,SNU23,Q12368
YDL099W,BUG1,Q12191
YDL100C,GET3,Q12154
YDL101C,DUN1,P39009
YDL102W,POL3,P15436
YDL103C,QRI1,P43123
YDL104C,QRI7,P43122
YDL105W,NSE4,P43124
YDL106C,PHO2,P07269
YDL107W,MSS2,P40990
YDL108W,KIN28,P06242
YDL109C,,Q12103
YDL110C,TMA17,Q12513
YDL111C,RRP42,Q12277
YDL112W,TRM3,Q07527
YDL113C,ATG20,Q07528
YDL114W,,Q07530
YDL115C,IWR1,Q07532
YDL116W,NUP84,P52891
YDL117W,CYK3,Q07533
YDL118W,,Q07535
YDL119C,HEM25,Q07534
YDL120W,YFH1,Q07540
YDL121C,,Q07541
YDL122W,UBP1,P25037
YDL123W,SNA4,Q07549
YDL124W,,Q07551
YDL125C,HNT1,Q04344
YDL126C,CDC48,P25694
YDL127W,PCL2,P25693
YDL128W,VCX1,Q99385
YDL129W,,Q07555
YDL130W,RPP1B,P10622
YDL131W,LYS21,Q12122
YDL132W,CDC53,Q12018
YDL133W,SRF1,Q12516
YDL134C,PPH21,P23594
YDL133C-A,RPL41B,P0CX87
YDL135C,RDI1,Q12434
YDL136W,RPL35B,P0CX85
YDL137W,ARF2,P19146
YDL138W,RGT2,Q12300
YDL139C,SCM3,Q12334
YDL140C,RPO21,P04050
YDL141W,BPL1,P48445
YDL142C,CRD1,Q07560
YDL143W,CCT4,P39078
YDL144C,,Q07589
YDL145C,COP1,P53622
YDL146W,LDB17,Q12342
YDL147W,RPN5,Q12250
YDL148C,NOP14,Q99207
YDL149W,ATG9,Q12142
YDL150W,RPC53,P25441
YDL151C,BUD30,Q12064
YDL152W,,Q12394
YDL153C,SAS10,Q12136
YDL154W,MSH5,Q12175
YDL155W,CLB3,P24870
YDL156W,CMR1,Q12510
YDL157C,,Q12082
YDL158C,,Q12047
YDL159W,STE7,P06784
YDL160C,DHH1,P39517
YDL161W,ENT1,Q12518
YDL162C,,Q12307
YDL163W,,Q12148
YDL164C,CDC9,P04819
YDL165W,CDC36,P06100
YDL166C,FAP7,Q12055
YDL167C,NRP1,P32770
YDL168W,SFA1,P32771
YDL169C,UGX2,P32772
YDL170W,UGA3,P26370
YDL171C,GLT1,Q12680
YDL172C,,Q12135
YDL173W,PAR32,Q12515
YDL174C,DLD1,P32891
YDL175C,AIR2,Q12476
YDL176W,,Q12027
YDL177C,,Q12257
YDL178W,DLD2,P46681
YDL179W,PCL9,Q12477
YDL180W,,Q12301
YDL181W,INH1,P01097
YDL182W,LYS20,P48570
YDL183C,,P48569
YDL184C,RPL41A,P0CX86
YDL185W,VMA1,P17255
YDL186W,,P48568
YDL187C,,Q07613
YDL188C,PPH22,P23595
YDL189W,RBS1,Q05672
YDL190C,UFD2,P54860
YDL191W,RPL35A,P0CX84
YDL192W,ARF1,P11076
YDL193W,NUS1,Q12063
YDL194W,SNF3,P10870
YDL195W,SEC31,P38968
YDL196W,,Q12187
YDL197C,ASF2,P32448
YDL198C,GGC1,P38988
YDL199C,,Q12407
YDL200C,MGT1,P26188
YDL201W,TRM8,Q12009
YDL202W,MRPL11,P36521
YDL203C,ACK1,Q07622
YDL204W,RTN2,Q12443
YDL205C,HEM3,P28789
YDL206W,,Q12424
YDL207W,GLE1,Q12315
YDL208W,NHP2,P32495
YDL209C,CWC2,Q12046
YDL210W,UGA4,P32837
YDL211C,,Q12121
YDL212W,SHR3,Q02774
YDL213C,NOP6,Q07623
YDL214C,PRR2,Q12310
YDL215C,GDH2,P33327
YDL216C,RRI1,Q12468
YDL217C,TIM22,Q12328
YDL218W,,Q07629
YDL219W,DTD1,Q07648
YDL220C,CDC13,P32797
YDL221W,,Q07649
YDL222C,FMP45,Q07651
YDL223C,HBT1,Q07653
YDL224C,WHI4,Q07655
YDL225W,SHS1,Q07657
YDL226C,GCS1,P35197
YDL227C,HO,P09932
YDL228C,,Q07658
YDL229W,SSB1,P11484
YDL230W,PTP1,P25044
YDL231C,BRE4,Q07660
YDL232W,OST4,Q99380
YDL233W,MFG1,Q07684
YDL234C,GYP7,P48365
YDL235C,YPD1,Q07688
YDL236W,PHO13,P19881
YDL237W,AIM6,Q07716
YDL238C,GUD1,Q07729
YDL239C,ADY3,Q07732
YDL240W,LRG1,P35688
YDL241W,,Q07738
YDL242W,,Q07746
YDL243C,AAD4,Q07747
YDL244W,THI13,Q07748
YDL245C,HXT15,P54854
YDL246C,SOR2,Q07786
YDL247W,MPH2,P0CD99
YDL248W,COS7,Q07788
YDR001C,NTH1,P32356
YDR002W,YRB1,P41920
YDR003W,RCR2,Q03446
YDR004W,RAD57,P25301
YDR005C,MAF1,P41910
YDR006C,SOK1,P40317
YDR007W,TRP1,P00912
YDR008C,,A0A023PZ99
YDR009W,GAL3,P13045
YDR010C,,Q12426
YDR011W,SNQ2,P32568
YDR012W,RPL4B,P49626
YDR013W,PSF1,Q12488
YDR014W,RAD61,Q99359
YDR015C,,Q12195
YDR016C,DAD1,Q12248
YDR017C,KCS1,Q12494
YDR018C,,Q12185
YDR019C,GCV1,P48015
YDR020C,DAS2,Q12084
YDR021W,FAL1,Q12099
YDR022C,ATG31,Q12421
YDR023W,SES1,P07284
YDR024W,FYV1,Q99341
YDR025W,RPS11A,P0CX47
YDR026C,NSI1,Q12457
YDR027C,VPS54,Q12071
YDR028C,REG1,Q00816
YDR029W,,Q12111
YDR030C,RAD28,Q12021
YDR031W,MIX14,Q04341
YDR032C,PST2,Q12335
YDR033W,MRH1,Q12117
YDR034C,LYS14,P40971
YDR035W,ARO3,P14843
YDR036C,EHD3,P28817
YDR037W,KRS1,P15180
YDR038C,ENA5,Q12691
YDR039C,ENA2,Q01896
YDR040C,ENA1,P13587
YDR041W,RSM10,Q03201
YDR042C,,Q03205
YDR043C,NRG1,Q03125
YDR044W,HEM13,P11353
YDR045C,RPC11,Q04307
YDR046C,BAP3,P41815
YDR047W,HEM12,P32347
YDR048C,,A0A023PZE6
YDR049W,VMS1,Q04311
YDR050C,TPI1,P00942
YDR051C,DET1,Q99288
YDR052C,DBF4,P32325
YDR053W,,Q07790
YDR054C,CDC34,P14682
YDR055W,PST1,Q12355
YDR056C,EMC10,Q12025
YDR057W,YOS9,Q99220
YDR058C,TGL2,P54857
YDR059C,UBC5,P15732
YDR060W,MAK21,Q12176
YDR061W,,Q12298
YDR062W,LCB2,P40970
YDR063W,AIM7,Q12156
YDR064W,RPS13,P05756
YDR065W,RRG1,Q12167
YDR066C,RTR2,Q12378
YDR067C,OCA6,Q12454
YDR068W,DOS2,P54858
YDR069C,DOA4,P32571
YDR070C,FMP16,Q12497
YDR071C,PAA1,Q12447
YDR072C,IPT1,P38954
YDR073W,SNF11,P38956
YDR074W,TPS2,P31688
YDR075W,PPH3,P32345
YDR076W,RAD55,P38953
YDR077W,SED1,Q01589
YDR078C,SHU2,P38957
YDR079W,PET100,P38958
YDR080W,VPS41,P38959
YDR081C,PDC2,P32896
YDR082W,STN1,P38960
YDR083W,RRP8,P38961
YDR084C,TVP23,P38962
YDR085C,AFR1,P33304
YDR086C,SSS1,P35179
YDR087C,RRP1,P35178
YDR088C,SLU7,Q02775
YDR089W,VTC5,P38966
YDR090C,,Q03193
YDR091C,RLI1,Q03195
YDR092W,UBC13,P52490
YDR093W,DNF2,Q12675
YDR094W,,A0A023PYD3
YDR095C,,Q03831
YDR096W,GIS1,Q03833
YDR097C,MSH6,Q03834
YDR098C,GRX3,Q03835
YDR099W,BMH2,P34730
YDR100W,TVP15,Q03860
YDR101C,ARX1,Q03862
YDR102C,,Q03864
YDR103W,STE5,P32917
YDR104C,SPO71,Q03868
YDR105C,TMS1,Q12116
YDR106W,ARP10,Q04549
YDR107C,TMN2,Q04562
YDR108W,TRS85,P46944
YDR109C,,Q04585
YDR110W,FOB1,O13329
YDR111C,ALT2,P52892
YDR112W,IRC2,A0A023PXB5
YDR113C,PDS1,P40316
YDR114C,,Q04597
YDR115W,MRX14,Q04598
YDR116C,MRPL1,Q04599
YDR117C,TMA64,Q04600
YDR118W,APC4,Q04601
YDR119W,VBA4,Q2V2P9
YDR120C,TRM1,P15565
YDR121W,DPB4,Q04603
YDR122W,KIN1,P13185
YDR123C,INO2,P26798
YDR124W,,Q04608
YDR125C,ECM18,Q04623
YDR126W,SWF1,Q04629
YDR127W,ARO1,P08566
YDR128W,MTC5,Q03897
YDR129C,SAC6,P32599
YDR130C,FIN1,Q03898
YDR131C,,Q03899
YDR132C,,Q03900
YDR133C,,Q03904
YDR135C,YCF1,P39109
YDR136C,VPS61,Q03913
YDR137W,RGP1,P16664
YDR138W,HPR1,P17629
YDR139C,RUB1,Q03919
YDR140W,MTQ2,Q03920
YDR141C,DOP1,Q03921
YDR142C,PEX7,P39108
YDR143C,SAN1,P22470
YDR144C,MKC7,P53379
YDR145W,TAF12,Q03761
YDR146C,SWI5,P08153
YDR147W,EKI1,Q03764
YDR148C,KGD2,P19262
YDR149C,,A0A023PXH9
YDR150W,NUM1,Q00402
YDR151C,CTH1,P47976
YDR152W,GIR2,Q03768
YDR153C,ENT5,Q03769
YDR154C,,A0A023PZA4
YDR155C,CPR1,P14832
YDR156W,RPA14,P50106
YDR157W,,A0A023PZE8
YDR158W,HOM2,P13663
YDR159W,SAC3,P46674
YDR160W,SSY1,Q03770
YDR161W,ACL4,Q03771
YDR162C,NBP2,Q12163
YDR163W,CWC15,Q03772
YDR164C,SEC1,P30619
YDR165W,TRM82,Q03774
YDR166C,SEC5,P89102
YDR167W,TAF10,Q12030
YDR168W,CDC37,P06101
YDR169C,STB3,Q12427
YDR170C,SEC7,P11075
YDR171W,HSP42,Q12329
YDR172W,SUP35,P05453
YDR173C,ARG82,P07250
YDR174W,HMO1,Q03973
YDR175C,RSM24,Q03976
YDR176W,NGG1,P32494
YDR177W,UBC1,P21734
YDR178W,SDH4,P37298
YDR179C,CSN9,Q03981
YDR179W-A,NVJ3,Q03983
YDR180W,SCC2,Q04002
YDR181C,SAS4,Q04003
YDR182W,CDC1,P40986
YDR183W,PLP1,Q04004
YDR184C,ATC1,Q04005
YDR185C,UPS3,Q04006
YDR186C,SND1,Q04007
YDR187C,,A0A023PYD7
YDR188W,CCT6,P39079
YDR189W,SLY1,P22213
YDR190C,RVB1,Q03940
YDR191W,HST4,P53688
YDR192C,NUP42,P49686
YDR193W,,P0C5E0
YDR194C,MSS116,P15424
YDR195W,REF2,P42073
YDR196C,CAB5,Q03941
YDR197W,CBS2,P14905
YDR198C,RKM2,Q03942
YDR199W,,A0A023PXB9
YDR200C,VPS64,Q03944
YDR201W,SPC19,Q03954
YDR202C,RAV2,Q03956
YDR203W,,A0A023PXI4
YDR204W,COQ4,O13525
YDR205W,MSC2,Q03455
YDR206W,EBS1,Q03466
YDR207C,UME6,P39001
YDR208W,MSS4,P38994
YDR209C,,Q03480
YDR210W,,Q03494
YDR211W,GCD6,P32501
YDR212W,TCP1,P12612
YDR213W,UPC2,Q12151
YDR214W,AHA1,Q12449
YDR215C,,Q12240
YDR216W,ADR1,P07248
YDR217C,RAD9,P14737
YDR218C,SPR28,Q04921
YDR219C,MFB1,Q04922
YDR220C,,Q04923
YDR221W,GTB1,Q04924
YDR222W,,Q04925
YDR223W,CRF1,Q04930
YDR224C,HTB1,P02293
YDR225W,HTA1,P04911
YDR226W,ADK1,P07170
YDR227W,SIR4,P11978
YDR228C,PCF11,P39081
YDR229W,IVY1,Q04934
YDR230W,,A0A023PZA9
YDR231C,COX20,Q04935
YDR232W,HEM1,P09950
YDR233C,RTN1,Q04947
YDR234W,LYS4,P49367
YDR235W,PRP42,Q03776
YDR236C,FMN1,Q03778
YDR237W,MRPL7,P36519
YDR238C,SEC26,P41810
YDR239C,,Q03780
YDR240C,SNU56,Q03782
YDR241W,BUD26,Q03783
YDR242W,AMD2,P22580
YDR243C,PRP28,P23394
YDR244W,PEX5,P35056
YDR245W,MNN10,P50108
YDR246W,TRS23,Q03784
YDR247W,VHS1,Q03785
YDR248C,,Q03786
YDR249C,,Q03787
YDR250C,,Q03788
YDR251W,PAM1,P37304
YDR252W,BTT1,P40314
YDR253C,MET32,Q12041
YDR254W,CHL4,P38907
YDR255C,RMD5,Q12508
YDR256C,CTA1,P15202
YDR257C,RKM4,Q12504
YDR258C,HSP78,P33416
YDR259C,YAP6,Q03935
YDR260C,SWM1,Q12379
YDR261C,EXG2,Q07793
YDR262W,,Q12331
YDR263C,DIN7,Q12086
YDR264C,AKR1,P39010
YDR265W,PEX10,Q05568
YDR266C,HEL2,Q05580
YDR267C,CIA1,Q05583
YDR268W,MSW1,P04803
YDR269C,,P87281
YDR270W,CCC2,P38995
YDR271C,,P87282
YDR272W,GLO2,Q05584
YDR273W,DON1,Q05610
YDR274C,,P87283
YDR275W,BSC2,Q05611
YDR276C,PMP3,P87284
YDR277C,MTH1,P35198
YDR278C,,Q05612
YDR279W,RNH202,Q05635
YDR280W,RRP45,Q05636
YDR281C,PHM6,Q05637
YDR282C,MRX10,Q05648
YDR283C,GCN2,P15442
YDR284C,DPP1,Q05521
YDR285W,ZIP1,P31111
YDR286C,,Q05530
YDR287W,INM2,Q05533
YDR288W,NSE3,Q05541
YDR289C,RTT103,Q05543
YDR290W,,P87280
YDR291W,HRQ1,Q05549
YDR292C,SRP101,P32916
YDR293C,SSD1,P24276
YDR294C,DPL1,Q05567
YDR295C,HDA2,Q06629
YDR296W,MHR1,Q06630
YDR297W,SUR2,P38992
YDR298C,ATP5,P09457
YDR299W,BFR2,Q06631
YDR300C,PRO1,P32264
YDR301W,CFT1,Q06632
YDR302W,GPI11,Q06636
YDR303C,RSC3,Q06639
YDR304C,CPR5,P35176
YDR305C,HNT2,P49775
YDR306C,,Q06640
YDR307W,PMT7,Q06644
YDR308C,SRB7,P47822
YDR309C,GIC2,Q06648
YDR310C,SUM1,P46676
YDR311W,TFB1,P32776
YDR312W,SSF2,Q12153
YDR313C,PIB1,Q06651
YDR314C,RAD34,Q06665
YDR315C,IPK1,Q06667
YDR316W,OMS1,Q06668
YDR317W,HIM1,Q06674
YDR318W,MCM21,Q06675
YDR319C,YFT2,Q06676
YDR320C,SWA2,P69851
YDR321W,ASP1,P38986
YDR322W,MRPL35,Q06678
YDR323C,PEP7,P32609
YDR324C,UTP4,Q06679
YDR325W,YCG1,Q06680
YDR326C,YSP2,Q06681
YDR327W,,P87288
YDR328C,SKP1,P52286
YDR329C,PEX3,P28795
YDR330W,UBX5,Q06682
YDR331W,GPI8,P49018
YDR332W,IRC3,Q06683
YDR333C,RQC1,Q05468
YDR334W,SWR1,Q05471
YDR335W,MSN5,P52918
YDR336W,MRX8,Q05473
YDR337W,MRPS28,P21771
YDR338C,,Q05497
YDR339C,FCF1,Q05498
YDR340W,,Q05503
YDR341C,,Q05506
YDR342C,HXT7,P39004
YDR343C,HXT6,P39003
YDR344C,,Q05510
YDR345C,HXT3,P32466
YDR346C,SVF1,Q05515
YDR347W,MRP1,P10662
YDR348C,PAL1,Q05518
YDR349C,YPS7,Q06325
YDR350C,ATP22,P50273
YDR351W,SBE2,P42223
YDR352W,YPQ2,Q06328
YDR353W,TRR1,P29509
YDR354W,TRP4,P07285
YDR355C,,P87285
YDR356W,SPC110,P32380
YDR357C,CNL1,Q06333
YDR358W,GGA1,Q06336
YDR359C,EAF1,Q06337
YDR360W,OPI7,P87286
YDR361C,BCP1,Q06338
YDR362C,TFC6,Q06339
YDR363W,ESC2,Q06340
YDR364C,CDC40,P40968
YDR365C,ESF1,Q06344
YDR366C,,P87287
YDR367W,KEI1,Q06346
YDR368W,YPR1,Q12458
YDR369C,XRS2,P33301
YDR370C,DXO1,Q06349
YDR371W,CTS2,Q06350
YDR372C,VPS74,Q06385
YDR373W,FRQ1,Q06389
YDR374C,PHO92,Q06390
YDR375C,BCS1,P32839
YDR376W,ARH1,P48360
YDR377W,ATP17,Q06405
YDR378C,LSM6,Q06406
YDR379W,RGA2,Q06407
YDR380W,ARO10,Q06408
YDR381W,YRA1,Q12159
YDR382W,RPP2B,P02400
YDR383C,NKP1,Q12493
YDR384C,ATO3,Q12359
YDR385W,EFT2,P32324
YDR386W,MUS81,Q04149
YDR387C,CIN10,Q04162
YDR388W,RVS167,P39743
YDR389W,SAC7,P17121
YDR390C,UBA2,P52488
YDR391C,,Q04170
YDR392W,SPT3,P06844
YDR393W,SHE9,Q04172
YDR394W,RPT3,P33298
YDR395W,SXM1,Q04175
YDR396W,,O13522
YDR397C,NCB2,Q92317
YDR398W,UTP5,Q04177
YDR399W,HPT1,Q04178
YDR400W,URH1,Q04179
YDR401W,,O13523
YDR402C,DIT2,P21595
YDR403W,DIT1,P21623
YDR404C,RPB7,P34087
YDR405W,MRP20,P32387
YDR406W,PDR15,Q04182
YDR407C,TRS120,Q04183
YDR408C,ADE8,P04161
YDR409W,SIZ1,Q04195
YDR410C,STE14,P32584
YDR411C,DFM1,Q12743
YDR412W,RRP17,Q04031
YDR413C,,P87266
YDR414C,ERD1,P16151
YDR415C,,Q04033
YDR416W,SYF1,Q04048
YDR417C,,P87267
YDR418W,RPL12B,P0CX54
YDR419W,RAD30,Q04049
YDR420W,HKR1,P41809
YDR421W,ARO80,Q04052
YDR422C,SIP1,P32578
YDR423C,CAD1,P24813
YDR424C,DYN2,Q02647
YDR425W,SNX41,Q04053
YDR426C,,P87268
YDR427W,RPN9,Q04062
YDR428C,BNA7,Q04066
YDR429C,TIF35,Q04067
YDR430C,CYM1,P32898
YDR431W,,Q04069
YDR432W,NPL3,Q01560
YDR433W,,P87269
YDR434W,GPI17,Q04080
YDR435C,PPM1,Q04081
YDR436W,PPZ2,P33329
YDR437W,GPI19,Q04082
YDR438W,THI74,Q04083
YDR439W,LRS4,Q04087
YDR440W,DOT1,Q04089
YDR441C,APT2,P36973
YDR442W,,P87270
YDR443C,SSN2,P38931
YDR444W,,Q04093
YDR445C,,Q04100
YDR446W,ECM11,Q04110
YDR447C,RPS17B,P14127
YDR448W,ADA2,Q02336
YDR449C,UTP6,Q02354
YDR450W,RPS18A,P0CX55
YDR451C,YHP1,Q04116
YDR452W,PPN1,Q04119
YDR453C,TSA2,Q04120
YDR454C,GUK1,P15454
YDR455C,,P87271
YDR456W,NHX1,Q04121
YDR457W,TOM1,Q03280
YDR458C,HEH2,Q03281
YDR459C,PFA5,Q03289
YDR460W,TFB3,Q03290
YDR461W,MFA1,P34165
YDR462W,MRPL28,P36527
YDR463W,STP1,Q00947
YDR464W,SPP41,P38904
YDR465C,RMT2,Q03305
YDR466W,PKH3,Q03306
YDR467C,,P87264
YDR468C,TLG1,Q03322
YDR469W,SDC1,Q03323
YDR470C,UGO1,Q03327
YDR471W,RPL27B,P0C2H7
YDR472W,TRS31,Q03337
YDR473C,PRP3,Q03338
YDR475C,JIP4,Q03361
YDR476C,,Q03362
YDR477W,SNF1,P06782
YDR478W,SNM1,P40993
YDR479C,PEX29,Q03370
YDR480W,DIG2,Q03373
YDR481C,PHO8,P11491
YDR482C,CWC21,Q03375
YDR483W,KRE2,P27809
YDR484W,VPS52,P39904
YDR485C,VPS72,Q03388
YDR486C,VPS60,Q03390
YDR487C,RIB3,Q99258
YDR488C,PAC11,P40960
YDR489W,SLD5,Q03406
YDR490C,PKH1,Q03407
YDR491C,,Q03418
YDR492W,IZH1,Q03419
YDR493W,MZM1,Q03429
YDR494W,RSM28,Q03430
YDR495C,VPS3,P23643
YDR496C,PUF6,Q04373
YDR497C,ITR1,P30605
YDR498C,SEC20,P28791
YDR499W,LCD1,Q04377
YDR500C,RPL37B,P51402
YDR501W,PLM2,Q04383
YDR502C,SAM2,P19358
YDR503C,LPP1,Q04396
YDR504C,SPG3,Q04398
YDR505C,PSP1,P50896
YDR506C,GMC1,Q04399
YDR507C,GIN4,Q12263
YDR508C,GNP1,P48813
YDR509W,,P87272
YDR510W,SMT3,Q12306
YDR511W,SDH7,Q04401
YDR512C,EMI1,Q04406
YDR513W,GRX2,P17695
YDR514C,,Q04408
YDR515W,SLF1,Q12034
YDR516C,EMI2,Q04409
YDR517W,GRH1,Q04410
YDR518W,EUG1,P32474
YDR519W,FPR2,P32472
YDR520C,URC2,Q04411
YDR521W,,P87273
YDR522C,SPS2,P08459
YDR523C,SPS1,P08458
YDR524C,AGE1,Q04412
YDR525W,API2,P56508
YDR526C,,P87274
YDR527W,RBA50,Q04418
YDR528W,HLR1,Q04429
YDR529C,QCR7,P00128
YDR530C,APA2,P22108
YDR531W,CAB1,Q04430
YDR532C,KRE28,Q04431
YDR533C,HSP31,Q04432
YDR534C,FIT1,Q04433
YDR535C,,Q04434
YDR536W,STL1,P39932
YDR537C,,P87261
YDR538W,PAD1,P33751
YDR539W,FDC1,Q03034
YDR540C,IRC4,Q03036
YDR541C,,Q03049
YDR542W,PAU10,Q03050
YDR543C,,Q03051
YDR544C,,Q03057
YDR545W,YRF1-1,P0CX20
YEL059C-A,SOM1,Q05676
YEL076C-A,,P0CX16
YEL075W-A,,P89888
YER007C-A,TMA20,P89886
YER060W-A,FCY22,Q12119
YER066C-A,,P87263
YER093C-A,AIM11,P87275
YER119C-A,,P87191
YFL012W-A,,Q03186
YFL017W-A,SMX2,P40204
YFR024C-A,LSB3,P43603
YGL001C,ERG26,P53199
YGL002W,ERP6,P53198
YGL003C,CDH1,P53197
YGL004C,RPN14,P53196
YGL005C,COG7,P53195
YGL006W,PMC1,P38929
YGL007W,BRP1,P53194
YGL008C,PMA1,P05030
YGL009C,LEU1,P07264
YGL010W,MPO1,P25338
YGL011C,SCL1,P21243
YGL012W,ERG4,P25340
YGL013C,PDR1,P12383
YGL014W,PUF4,P25339
YGL015C,,P33199
YGL016W,KAP122,P32767
YGL017W,ATE1,P16639
YGL018C,JAC1,P53193
YGL019W,CKB1,P43639
YGL020C,GET1,P53192
YGL021W,ALK1,P43633
YGL022W,STT3,P39007
YGL023C,PIB2,P53191
YGL024W,,P53190
YGL025C,PGD1,P40356
YGL026C,TRP5,P00931
YGL027C,CWH41,P53008
YGL028C,SCW11,P53189
YGL029W,CGR1,P53188
YGL030W,RPL30,P14120
YGL031C,RPL24A,P04449
YGL032C,AGA2,P32781
YGL033W,HOP2,P53187
YGL034C,,P53186
YGL035C,MIG1,P27705
YGL036W,,P53185
YGL037C,PNC1,P53184
YGL038C,OCH1,P31755
YGL039W,,P53183
YGL040C,HEM2,P05373
YGL041C,,P53182
YGL042C,,P53181
YGL043W,DST1,P07273
YGL044C,RNA15,P25299
YGL045W,RIM8,P53179
YGL047W,ALG13,P53178
YGL048C,RPT6,Q01939
YGL049C,TIF4632,P39936
YGL050W,TYW3,P53177
YGL051W,MST27,P53176
YGL052W,,P53175
YGL053W,PRM8,P53174
YGL054C,ERV14,P53173
YGL055W,OLE1,P21147
YGL056C,SDS23,P53172
YGL057C,GEP7,P53171
YGL058W,RAD6,P06104
YGL059W,PKP2,P53170
YGL060W,YBP2,P53169
YGL061C,DUO1,P53168
YGL062W,PYC1,P11154
YGL063W,PUS2,P53167
YGL064C,MRH4,P53166
YGL065C,ALG2,P43636
YGL066W,SGF73,P53165
YGL067W,NPY1,P53164
YGL068W,MNP1,P53163
YGL069C,,P53162
YGL070C,RPB9,P27999
YGL071W,AFT1,P22149
YGL072C,,P53161
YGL073W,HSF1,P10961
YGL074C,,P53160
YGL075C,MPS2,P53159
YGL076C,RPL7A,P05737
YGL077C,HNM1,P19807
YGL078C,DBP3,P20447
YGL079W,KXD1,P53158
YGL080W,MPC1,P53157
YGL081W,,P53156
YGL082W,,P53155
YGL083W,SCY1,P53009
YGL084C,GUP1,P53154
YGL085W,LCL3,P53153
YGL086W,MAD1,P40957
YGL087C,MMS2,P53152
YGL088W,,P53151
YGL089C,MF(ALPHA)2,P32435
YGL090W,LIF1,P53150
YGL091C,NBP35,P52920
YGL092W,NUP145,P49687
YGL093W,SPC105,P53148
YGL094C,PAN2,P53010
YGL095C,VPS45,P38932
YGL096W,TOS8,P53147
YGL097W,SRM1,P21827
YGL098W,USE1,P53146
YGL099W,LSG1,P53145
YGL100W,SEH1,P53011
YGL101W,,P53144
YGL102C,,P53143
YGL103W,RPL28,P02406
YGL104C,VPS73,P53142
YGL105W,ARC1,P46672
YGL106W,MLC1,P53141
YGL107C,RMD9,P53140
YGL108C,,P53139
YGL109W,,P53138
YGL110C,CUE3,P53137
YGL111W,NSA1,P53136
YGL112C,TAF6,P53040
YGL113W,SLD3,P53135
YGL114W,,P53134
YGL115W,SNF4,P12904
YGL116W,CDC20,P26309
YGL117W,,P53133
YGL118C,,P53132
YGL119W,COQ8,P27697
YGL120C,PRP43,P53131
YGL121C,GPG1,P53130
YGL122C,NAB2,P32505
YGL123W,RPS2,P25443
YGL124C,MON1,P53129
YGL125W,MET13,P53128
YGL126W,SCS3,P53012
YGL127C,SOH1,P38633
YGL128C,CWC23,P52868
YGL129C,RSM23,Q01163
YGL130W,CEG1,Q01159
YGL131C,SNT2,P53127
YGL132W,,P53126
YGL133W,ITC1,P53125
YGL134W,PCL10,P53124
YGL135W,RPL1B,P0CX44
YGL136C,MRM2,P53123
YGL137W,SEC27,P41811
YGL138C,,P53122
YGL139W,FLC3,P53121
YGL140C,,P53120
YGL141W,HUL5,P53119
YGL142C,GPI10,P30777
YGL143C,MRF1,P30775
YGL144C,ROG1,P53118
YGL145W,TIP20,P33891
YGL146C,RRT6,P53117
YGL147C,RPL9A,P05738
YGL148W,ARO2,P28777
YGL149W,,P53116
YGL150C,INO80,P53115
YGL151W,NUT1,P53114
YGL152C,,P53113
YGL153W,PEX14,P53112
YGL154C,LYS5,P50113
YGL155W,CDC43,P18898
YGL156W,AMS1,P22855
YGL157W,ARI1,P53111
YGL158W,RCK1,P38622
YGL159W,,P53110
YGL160W,AIM14,P53109
YGL161C,YIP5,P53108
YGL162W,SUT1,P53032
YGL163C,RAD54,P32863
YGL164C,YRB30,P53107
YGL165C,,P53106
YGL166W,CUP2,P15315
YGL167C,PMR1,P13586
YGL168W,HUR1,P45820
YGL169W,SUA5,P32579
YGL170C,SPO74,P45819
YGL171W,ROK1,P45818
YGL172W,NUP49,Q02199
YGL173C,XRN1,P22147
YGL174W,BUD13,P46947
YGL175C,SAE2,P46946
YGL176C,,P46945
YGL177W,,P53105
YGL178W,MPT5,P39016
YGL179C,TOS3,P43637
YGL180W,ATG1,P53104
YGL181W,GTS1,P40956
YGL182C,,P53103
YGL183C,MND1,P53102
YGL184C,STR3,P53101
YGL185C,,P53100
YGL186C,TPN1,P53099
YGL187C,COX4,P04037
YGL188C,,P53098
YGL189C,RPS26A,P39938
YGL190C,CDC55,Q00362
YGL191W,COX13,P32799
YGL192W,IME4,P41833
YGL193C,,P53097
YGL194C,HOS2,P53096
YGL195W,GCN1,P33892
YGL196W,DSD1,P53095
YGL197W,MDS3,P53094
YGL198W,YIP4,P53093
YGL199C,,P53092
YGL200C,EMP24,P32803
YGL201C,MCM6,P53091
